paragraph,predict_label,count,different,empty,diff rate,empty rate
which avoided nearly 600000 metric tons of carbon dioxide equivalent CO2e in FY21 alone Thanks to our ongoing collective emissions,25,21,diff,,,
reduction efforts we decreased carbon dioxide CO2 emissions intensityon a revenue basis by 45 from FY09 through FY21 a period when,25,25,,,,
within our facilities worldwide through energy,24,24,,,,
In April 2021 we issued the first sustainability,15,0,diff,,,
efficiency renewable energy and other energy,24,24,,,,
bond by a North American transportation and,12,17,diff,,,
management programs Our Energy SIT is,24,11,diff,,,
logistics company to further our commitment to,3,17,diff,,,
focused on developing a strategy to achieve,3,26,diff,empty,,
carbon neutrality Our 2021 sustainability bond,12,25,diff,,,
zero Scope 2 emissions by 2040 even though,25,21,diff,,,
framework aligned with the components of the,12,26,diff,empty,,
we anticipate that our facility electricity use will,24,26,diff,empty,,
Green Bond Principles the Social Bond Principles,10,10,,,,
increase as we transition to electric vehicles,24,26,diff,empty,,
and the Sustainability Bond Guidelines and we,12,0,diff,,,
Our path toward carbon neutral operations also,3,21,diff,,,
for any subsequent sustainability bond offerings,12,0,diff,,,
intend to follow these principles and guidelines,12,26,diff,empty,,
requires new strategies for removing and storing,19,26,diff,empty,,
Earths excess carbon In 2021 we pledged 100,25,21,diff,,,
our average daily package volumes grew by,24,26,diff,empty,,
million to help establish the Yale Center for,2,26,diff,empty,,
180 Additionally we are continuing to invest,12,26,diff,empty,,
Natural Carbon Capture This commitment,23,21,diff,,,
in initiatives such as the successful FedEx Fuel,12,26,diff,empty,,
Sense program aircraft fleet modernization,24,26,diff,empty,,
and alternative fuels to avoid aircraft emissions,21,21,,,,
encourages interdisciplinary research to create natural solutions for sequestering CO2 from the atmosphere Development of these solutions,25,4,diff,,,
falls into three major categories biological,23,26,diff,empty,,
geological and industrial The Centers initial,19,26,diff,empty,,
target is to help offset GHG emissions equivalent,25,21,diff,,,
Carbon neutral operations goal announcement,3,21,diff,,,
Our path to carbon neutral operations,15,21,diff,,,
Vehicle electrification We are leveraging various innovative technologies to transition our pickup and delivery and lastmile fleets to electric vehicles,24,26,diff,empty,,
2010 FedEx Express introduces the first allelectric parcel delivery truck in the US,19,26,diff,empty,,
2025 Goal 50 of global FedEx Express pickup and delivery vehicle purchases are zero emission electric vehicles,21,26,diff,empty,,
2030 Goal 100 of global FedEx Express pickup and delivery vehicle purchases are zero emission electric vehicles,21,26,diff,empty,,
2040 Goal 100 electric FedEx parcel pickup and delivery vehicle fleet,24,26,diff,empty,,
Sustainable fuels We support policy measures and incentives to enhance the availability and affordability of lowcarbon fuels,12,21,diff,,,
Fuel conservation and aircraft modernization We continue to modernize our aircraft fleet and implement fuelsaving initiatives while facing challenges due to the COVID19 pandemic,24,20,diff,,,
Facilities We are improving the efficiency of our facilities and reducing our Scope 2 emissions despite increased energy demand from electric vehicle charging,24,24,,,,
2021 50 of the diesel FedEx Ground sold to service providers in FY21 consisted of various biodiesel blends,24,6,diff,,,
2030 Goal 30 of jet fuel from alternative fuels,24,21,diff,,,
2006 Started the FedEx Fuel Sense jet fuel conservation program,24,20,diff,,,
2021 Saved 146 million gallons of jet fuel from initiatives to modernize aircraft,24,26,diff,empty,,
2022 Retire MD10 fleet and continue deploying Boeing ATR and Cessna SkyCourier aircraft,3,26,diff,empty,,
2005 Activated our first onsite solar power system a 904 kW rooftop solar array at our Oakland California hub,24,24,,,,
2021 Generated on and offsite solar energy at a total of 26 global locations across our operating companies,24,24,,,,
In 2021 FedEx pledged 100 million to help establish the Yale Center for Natural Carbon Capture which will support and accelerate research across academic disciplines to develop natural solutions for reducing atmospheric carbon,25,21,diff,,,
Electrifying a large portion of our global fleet,24,26,diff,empty,,
of over 200000 motorized vehicles is a crucial,15,26,diff,empty,,
component of our carbon neutral operations,15,21,diff,,,
goal Through our phased approach we are,12,26,diff,empty,,
revolutionizing our vehicle fleet by working to,15,11,diff,,,
transition the entire FedEx parcel PUD fleet to,24,26,diff,empty,,
zero emission vehicles by 2040,21,26,diff,empty,,
In 2021 FedEx Express agreed to acquire 500,18,26,diff,empty,,
electric vehicles from BrightDrop a new business,24,26,diff,empty,,
from General Motors and in January 2022,4,26,diff,empty,,
we expanded our agreement to acquire 2000,4,26,diff,empty,,
additional electric vans over the next several,24,26,diff,empty,,
years We are currently working on a plan to,12,11,diff,,,
add up to 20000 more subject to further,12,26,diff,empty,,
negotiations and execution of a definitive,12,26,diff,empty,,
purchase agreement Through our relationship,4,26,diff,empty,,
with BrightDrop we have also introduced electric pallets which in a pilot allowed couriers to handle,5,26,diff,empty,,
25 more packages per day when used on routes,24,26,diff,empty,,
in a highdensity vertical urban environment,20,26,diff,empty,,
Additionally FedEx Office and FedEx Freight,19,26,diff,empty,,
are exploring pilot programs to electrify their,12,26,diff,empty,,
vehicle fleets continuing along the path toward,24,26,diff,empty,,
carbon neutral operations FedEx Ground,4,21,diff,,,
is developing a comprehensive strategy to,12,26,diff,empty,,
facilitate the electric vehicle transition for,24,26,diff,empty,,
independent service providers and is piloting,12,6,diff,,,
the necessary infrastructure at our facilities to,2,20,diff,,,
provide access to thirdparty charging solutions,24,26,diff,empty,,
To advance progress towards our electrification,12,26,diff,empty,,
goal and enhance our intelligent logistics system,15,17,diff,,,
we leverage advanced technology to increase,1,26,diff,empty,,
vehicle efficiency We utilize innovative specialty,24,20,diff,,,
delivery technologies to work within urban,15,26,diff,empty,,
centers which are increasingly implementing,2,26,diff,empty,,
regulations to reduce the number of vehicles or,12,19,diff,,,
create lowemission zones Roxo the FedEx,12,26,diff,empty,,
SameDay Bot is an autonomous delivery device,1,26,diff,empty,,
designed to help retailers make ondemand,15,26,diff,empty,,
sameday and lastmile deliveries to their,24,26,diff,empty,,
customers and is approved for use in over a,15,26,diff,empty,,
dozen states We have entered a multiyear,12,26,diff,empty,,
collaboration with Nuro to test multistop and,4,8,diff,,,
electric vehicles Additionally we announced a,24,26,diff,empty,,
firstofitskind collaboration with Aurora and,12,8,diff,,,
PACCAR to test autonomous driving technology,24,26,diff,empty,,
within FedEx linehaul trucking operations,17,26,diff,empty,,
In Europe through our Zero Emission City,21,26,diff,empty,,
Deliveries Solutions program we have deployed,15,26,diff,empty,,
70 solutions to increase mobility options for,24,26,diff,empty,,
deliveries in urban centers including electric,24,26,diff,empty,,
vehicles and cargo bicycles In China FedEx,19,26,diff,empty,,
Express is working with Neolix to evaluate the,2,11,diff,,,
implementation of an autonomous electric,24,26,diff,empty,,
delivery vehicle Additionally our growing,15,26,diff,empty,,
fleet of electric bikes reduces noise levels,21,26,diff,empty,,
and combustion engine exhaust compared,21,21,,,,
to traditional lastmile vehicles In some,6,26,diff,empty,,
international cities such as London and Toronto,12,26,diff,empty,,
electric bikes are directly replacing our vans,24,26,diff,empty,,
In addition we continue to electrify forklifts,24,26,diff,empty,,
airport ground service equipment and other,5,6,diff,,,
nonroad vehicles across our operating,24,26,diff,empty,,
companies Through our phased approach we,12,26,diff,empty,,
are reducing fuel and maintenance costs and,24,26,diff,empty,,
anticipate improving our efficiency even further,24,20,diff,,,
Before our purchased electric vehicles are,24,26,diff,empty,,
deployed we must ensure the necessary vehicle,5,26,diff,empty,,
charging infrastructure and technology is in place,24,20,diff,,,
at our facilities Building this infrastructure,2,20,diff,,,
requires significant time and capital but the,18,26,diff,empty,,
commitment of our team members to our,10,26,diff,empty,,
collaboration with power utilities state and local,12,8,diff,,,
strategic approaches to overcome this challenge,3,26,diff,empty,,
to reduce our lastmile emissions and in FY20,25,21,diff,,,
Learn more about our roadmap to reduce,12,26,diff,empty,,
we launched the Last Mile Optimization program,24,26,diff,empty,,
emissions given our increased electricity demand,24,4,diff,,,
to deliver certain FedEx Express packages,22,26,diff,empty,,
Roxo the FedEx SameDay Bot,4,26,diff,empty,,
in the Facilities section of this chapter,20,26,diff,empty,,
through FedEx Ground Through FY21 FedEx,3,26,diff,empty,,
Express improved vehicle fuel efficiency by 42,24,20,diff,,,
governments and regulatory agencieswill help,12,26,diff,empty,,
Our vehicle electrification strategy builds upon,24,26,diff,empty,,
from a 2005 baseline and has a goal to achieve a,12,26,diff,empty,,
us stay on track to deliver on our broader low,3,26,diff,empty,,
FedEx Express fuel efficiency improvements,24,20,diff,,,
carbon infrastructure solutions While our,1,20,diff,,,
achieved by optimizing driving routes and,24,26,diff,empty,,
electricity usage will significantly increase due to,24,26,diff,empty,,
replacing vehicles within our fleet with more,24,26,diff,empty,,
50 improvement by 2025 Looking forward,12,26,diff,empty,,
we are focusing on enhancing our fleet fuel,24,26,diff,empty,,
efficiency and avoiding fuel use through the,24,20,diff,,,
electric vehicle charging we are developing,24,26,diff,empty,,
efficient models We are using other approaches,4,26,diff,empty,,
We continue to invest in and seek the,12,26,diff,empty,,
development of viable costeffective alternative,17,4,diff,,,
fuels to reduce aircraft and vehicle emissions We,24,21,diff,,,
collaborate with industries government agencies,12,26,diff,empty,,
academic institutions and alternative fuel,12,26,diff,empty,,
suppliers to advance production and encourage,17,26,diff,empty,,
the adoption of alternative fuels to help,24,21,diff,,,
revolutionize the logistics and aviation industries,15,17,diff,,,
Our global fleet includes more than 4100,15,26,diff,empty,,
alternative fuel vehicles including hybrid electric,24,26,diff,empty,,
liquefied or compressed natural gas liquefied,25,25,,,,
petroleum gas and hydrogen fuel cell vehicles,25,25,,,,
and we will continue to grow our alternative fuel,24,26,diff,empty,,
fleet in the coming years subject to availability,24,26,diff,empty,,
FedEx jet fuel use accounts for around 61 of,24,26,diff,empty,,
our reported emission footprint and we have an,21,24,diff,,,
established goal to obtain 30 of our jet fuel from,24,26,diff,empty,,
alternative fuels by 2030 To help achieve this,24,21,diff,,,
goal we support responsible policies to advance,12,26,diff,empty,,
alternative fuel technologies for the commercial,24,26,diff,empty,,
transportation sector This advocacy work is,12,10,diff,,,
focused on supporting incentives that accelerate,12,26,diff,empty,,
sustainable aviation fuel production and making,24,26,diff,empty,,
lowcarbon fuel more available and affordable for,24,26,diff,empty,,
airlines general and business aviation and other,21,26,diff,empty,,
users Enhanced sustainable aviation fuel,24,26,diff,empty,,
production and deployment would enable the,15,26,diff,empty,,
aviation industry to continue its progress in,12,26,diff,empty,,
improving efficiency reducing its emissions and,24,20,diff,,,
supporting job growth and energy security,3,4,diff,,,
We support alternative fuel options and in FY21,24,26,diff,empty,,
50 of the diesel FedEx Ground sold to service,12,6,diff,,,
providers was comprised of various biodiesel,24,26,diff,empty,,
blends resulting in almost 16000 metric tons of CO2e avoided We are also actively exploring alternative fuels for certain categories of vehicles,24,21,diff,,,
that are currently not easily electrifiable such as,4,26,diff,empty,,
longhaul Class 8 trucks We are collaborating,24,26,diff,empty,,
with manufacturers to test and pilot projects,15,26,diff,empty,,
invest in research and development and build,2,4,diff,,,
test sites to rapidly evaluate various technologies,4,26,diff,empty,,
Aircraft fuel conservation and fleet modernization,24,20,diff,,,
In 2008 we set an aggressive goal to reduce,12,26,diff,empty,,
our aircraft emissions intensity 20 by 2020,21,21,,,,
compared to a 2005 baseline In 2011 we,12,26,diff,empty,,
stretched our 2020 target to an even more,12,26,diff,empty,,
ambitious 30 reduction from our 2005 baseline,12,19,diff,,,
A global increase in shipping volume,15,26,diff,empty,,
exacerbated by the COVID19 pandemic,13,26,diff,empty,,
delayed the retirement of certain older aircraft,24,26,diff,empty,,
and led us to fall short of our goal In 2021,12,26,diff,empty,,
we continued to experience unprecedented,24,26,diff,empty,,
demand for our express delivery services,24,4,diff,,,
due to the ongoing pandemic and increase in,13,26,diff,empty,,
ecommerce volumes rivaling our peak holiday,4,26,diff,empty,,
season traffic Our dedication to the global community never wavered and we continued,10,10,,,,
to provide essential transportation of critical,5,17,diff,,,
protective equipment PPE and COVID19,5,26,diff,empty,,
vaccines across the world Due to the increased,2,26,diff,empty,,
demand for essential deliveries ecommerce,24,4,diff,,,
and other global shipments in 2021 our aircraft,15,26,diff,empty,,
emissions increased 12 compared to our 2020,21,21,,,,
performance However we have reduced our,18,8,diff,,,
overall aircraft emissions intensity by 27 since,21,21,,,,
2005 primarily because of our ongoing FedEx,18,26,diff,empty,,
Fuel Sense and aircraft modernization initiatives,24,26,diff,empty,,
As we continue dealing with the ongoing,5,26,diff,empty,,
challenges posed by the pandemic we will,13,26,diff,empty,,
remain agile and flex our networks to align,3,26,diff,empty,,
with shipping volumes and other customer,15,26,diff,empty,,
needs without losing sight of our longterm,3,26,diff,empty,,
To help reach our goal of carbon neutral,24,21,diff,,,
operations by 2040 we are building on the,3,26,diff,empty,,
success of FedEx Fuel Sense Despite the,18,26,diff,empty,,
significant increase in shipping volume and flight,15,26,diff,empty,,
activity due to the COVID19 pandemic our team,13,26,diff,empty,,
members remained committed to improving our,10,26,diff,empty,,
fuel efficiency and reducing our environmental,24,9,diff,,,
impact which led to 65 million gallons of jet fuel,24,10,diff,,,
savings from our FedEx Fuel Sense program in,24,26,diff,empty,,
FY21 Since the programs founding in 2006 we,12,26,diff,empty,,
have implemented 70 fuelsaving initiatives,12,26,diff,empty,,
saving 948 million gallons of jet fuel and avoiding 93 million metric tons of CO2e,24,26,diff,empty,,
We maintain one of the largest fastest and,4,26,diff,empty,,
most innovative cargo aircraft fleets in the world,24,26,diff,empty,,
at the end of FY21 and our MD1030 fleet is expected to retire by the end of December,3,26,diff,empty,,
We will also introduce 50 Cessna SkyCourier 408 cargo aircraft the first of which we anticipate to,15,26,diff,empty,,
2022 Our fleet modernization continues as we,3,26,diff,empty,,
be delivered in spring 2022 to help reduce the,2,26,diff,empty,,
took delivery of four Boeing 777F aircraft in,21,26,diff,empty,,
number of planes needed per feeder route and,21,26,diff,empty,,
FY21 and plan to deploy an additional 12,5,26,diff,empty,,
further improve our fuel efficiency Through our,24,20,diff,,,
Boeing 777F aircraft between FY22 and FY25,21,26,diff,empty,,
aircraft fleet modernization efforts we saved over,3,26,diff,empty,,
comprised of almost 700 planes We are,21,26,diff,empty,,
Similarly we took delivery of 16 Boeing 767F,24,26,diff,empty,,
committed to modernizing our aircraft fleet to,3,26,diff,empty,,
aircraft in FY21 and plan to deploy an additional,5,26,diff,empty,,
146 million gallons of jet fuel and avoided almost 15 million metric tons of CO2e in FY21,24,26,diff,empty,,
reduce costs enhance reliability and operational adaptability improve fuel efficiency and reduce,24,3,diff,,,
emissions The global pandemic and increase in,13,21,diff,,,
50 B767F aircraft between FY22 and FY25 Delays could impact these timelines,12,10,diff,,,
shipping demand have prolonged our fleet,24,4,diff,,,
In FY21 we began deploying the first of 30 new,5,26,diff,empty,,
modernization timeline However in spite of,3,26,diff,empty,,
factorybuilt ATR 72600F aircraft for shorter,24,26,diff,empty,,
these challenges we retired our MD1010 fleet,3,26,diff,empty,,
feeder routes to replace our aging ATR42 aircraft,21,26,diff,empty,,
outline an approach to reduce our Scope 2,12,26,diff,empty,,
FedEx Ground has 17 onsite and offsite solar,24,24,,,,
emissions despite the increased electricity,25,21,diff,,,
installations and energized its first community,10,10,,,,
demand from vehicle charging We are looking,24,4,diff,,,
solar project in November 2021 At the FedEx,24,24,,,,
across our operating companies to forecast,18,26,diff,empty,,
Ground headquarters we installed an almost,12,26,diff,empty,,
energy needs and develop a renewable energy,24,24,,,,
fourmegawatt solar carport system that will,24,24,,,,
procurement strategy using power purchase,15,17,diff,,,
produce about 30 of the power used on the,24,26,diff,empty,,
agreements virtual power purchase agreements,4,26,diff,empty,,
Pittsburgh campus Additionally FedEx Express,22,26,diff,empty,,
and other clean energy instruments,24,24,,,,
installed a onemegawatt community solar,24,10,diff,,,
system in Washington DC in October 2021,12,26,diff,empty,,
We increase the efficiency of our facilities,24,20,diff,,,
through energy management systems that,24,11,diff,,,
FedEx Ground has three facilities and FedEx,18,26,diff,empty,,
monitor control and optimize our lighting,24,26,diff,empty,,
Express has one facility using fuel cell,24,26,diff,empty,,
technologies alongside onsite solar or battery,24,24,,,,
equipment FedEx Office utilizes energy,24,24,,,,
storage that provide the foundation for,19,24,diff,,,
management systems at over 1500 stores and,15,11,diff,,,
microgrids and support resiliency and emergency,5,9,diff,,,
we have reduced energy usage through lighting,24,24,,,,
preparedness FedEx Express is also exploring,5,5,,,,
retrofits at FedEx Office FedEx Freight FedEx,24,26,diff,empty,,
similar microgrid technologies to replace,24,26,diff,empty,,
Express and FedEx Ground FedEx Freight has,19,26,diff,empty,,
traditional diesel backup energy generators,24,1,diff,,,
installed LED lighting in onethird of its locations,24,26,diff,empty,,
Additionally FedEx Ground installed a solar,24,24,,,,
and is evaluating a strategy to retrofit all,12,26,diff,empty,,
thermal air conditioning system to maintain,24,26,diff,empty,,
remaining locations within the next five years,3,26,diff,empty,,
cooler temperatures at a sorting facility in Florida,25,26,diff,empty,,
We strive to sustainably operate our more than,3,26,diff,empty,,
5000 air and ground hubs local stations freight service centers and retail locations through,19,6,diff,,,
continued investments in efficiency renewable,24,20,diff,,,
energy and other energy management programs,24,24,,,,
FedEx Office finalized its LED lighting retrofit,24,26,diff,empty,,
initiativecovering 71 of storeswith the,15,26,diff,empty,,
final locations completed in 2021 Overall our,3,26,diff,empty,,
energy management systems and lighting,24,11,diff,,,
retrofits saved approximately 208 million,24,26,diff,empty,,
Our facility energy management strategy is more,24,11,diff,,,
kilowatt hours of electricity in FY21,24,26,diff,empty,,
important than ever as our energy demand,24,24,,,,
Where appropriate we adopt the Leadership in,7,8,diff,,,
Energy and Environmental Design LEED,15,9,diff,,,
standard in the US and the Building Research,12,4,diff,,,
Method BREEAM in Europe to guide efficient,24,26,diff,empty,,
facility design FedEx Express and FedEx Freight,19,26,diff,empty,,
increases to support electric vehicle deployment,24,26,diff,empty,,
We are increasing both onsite renewable,24,26,diff,empty,,
seek LEED certification on all new construction,14,26,diff,empty,,
We recognize this challenge and our Energy SIT,4,24,diff,,,
energy generation and our procurement of,24,24,,,,
and in total FedEx has 39 LEEDcertified,12,26,diff,empty,,
is developing a longterm strategy and roadmap,3,26,diff,empty,,
renewable energy to further reduce carbon,24,24,,,,
facilities and 13 BREEAMcertified facilities,12,26,diff,empty,,
in parallel with our electric vehicle transition plan,3,26,diff,empty,,
emissions In FY21 we generated on and,25,21,diff,,,
In alignment with our goal of attaining carbon,25,21,diff,,,
offsite solar energy at a total of 26 global,24,24,,,,
neutral operations by 2040 this roadmap will,12,26,diff,empty,,
locations across our operating companies,3,26,diff,empty,,
In addition we aim to minimize our operational,18,26,diff,empty,,
waste footprint FedEx recognizes that the,19,19,,,,
longterm health of our business is directly,3,6,diff,,,
connected to the health of the planet and local,10,6,diff,,,
communities Each operating company has robust,10,26,diff,empty,,
programs and policies in place to help mitigate,12,26,diff,empty,,
adverse impacts on the local environment from,23,26,diff,empty,,
facility operations and ensure compliance with,12,0,diff,,,
applicable laws and regulations To further drive,12,19,diff,,,
our environmental sustainability progress our,3,0,diff,,,
CSO manages our enterprisewide Environmental,3,9,diff,,,
Management System and reviews performance,18,8,diff,,,
on an annual basis We strive to enhance our,12,26,diff,empty,,
environmental performance and FedEx Express,3,8,diff,,,
facilities in 43 countries have achieved the ISO,14,26,diff,empty,,
In addition we aim to minimize our operational,18,26,diff,empty,,
waste footprint In 2020 the FedEx Sourcing,19,19,,,,
team began implementing a new enterprisewide,3,26,diff,empty,,
waste and recycling managedservice strategy for,19,19,,,,
our US operations to standardize our processes,12,26,diff,empty,,
and reduce the amount of waste we send to,19,19,,,,
landfills To date we have transitioned over 1000,19,19,,,,
US facilities to this new managed service Overall,24,6,diff,,,
67 of reported solid waste in our global facilities,19,19,,,,
was sent to recyclers in FY21,15,26,diff,empty,,
European sustainability strategy in focus,3,0,diff,,,
FedEx Express Europe is implementing an organized comprehensive,12,26,diff,empty,,
sustainability strategy to drive innovative solutions to address sustainability,15,0,diff,,,
challenges in the European market Our European Union Sustainability,12,0,diff,,,
Committee formed in 2021 oversees environmental sustainability for the,23,0,diff,,,
region and is sponsored by the European regional Chief Operating Officer,12,26,diff,empty,,
Seven Impact TeamsSustainable Fleet Solutions Zero Emissions City,21,10,diff,,,
Deliveries Green Facilities Certifications Subcontractor Collaboration,14,8,diff,,,
Programs Circular Solutions Waste Management Customer Solutions and,19,11,diff,,,
Multimodal Transportationare responsible for implementing sustainability,13,0,diff,,,
projects across the network and supporting the UN Sustainable Development,10,4,diff,,,
Goals A central sustainability team supports coordinates and facilitates these,12,0,diff,,,
In FY21 FedEx Express Europe developed GreenLab Copenhagen a flagship,12,26,diff,empty,,
sustainability concept that aims to reduce carbon emissions and accelerate,25,21,diff,,,
progress towards our goal of carbon neutral operations by combining multiple sustainability initiatives We are looking to expand the most effective initiatives,12,0,diff,,,
to other locations across Europe The idea for GreenLab Copenhagen originated,25,26,diff,empty,,
from our inaugural Sustainability Challenge which invited team members in,3,0,diff,,,
Nordic countries to share their ideas to help us reduce the environmental impact,13,4,diff,,,
FedEx Express Europe also joined the Capital Equipment Coalition in 2021,3,26,diff,empty,,
showcasing its commitment to increase circularity by working to reduce the use,15,11,diff,,,
of raw materials and extending the lifespan of capital equipment The coalition,17,26,diff,empty,,
is exploring solutions and ways of defining circularity standards in connection,12,11,diff,,,
FedEx works with customers to evaluate offering,4,26,diff,empty,,
endtoend sustainability for our supply chains,17,0,diff,,,
through options such as carbon neutral shipping,24,21,diff,,,
offerings and sustainable packaging solutions We,15,14,diff,,,
assist customers in optimizing package size and,15,26,diff,empty,,
weight to minimize waste increase shipping,19,19,,,,
efficiency and reduce emissions as applicable,24,20,diff,,,
We help customers ship packages responsibly by,15,26,diff,empty,,
offering free packaging options for FedEx Express,15,14,diff,,,
shipments that are reusable recyclable and made,15,26,diff,empty,,
from recycled content All FedExbranded,6,26,diff,empty,,
cardboard packaging is 100 recyclable The,15,14,diff,,,
FedEx Sourcing team evaluates each critical,17,26,diff,empty,,
packaging supplier annually on environmental,15,9,diff,,,
program improvement In addition the third,2,26,diff,empty,,
party certified content percentage of our,12,26,diff,empty,,
At several FedEx Logistics facilities that serve,17,17,,,,
technology industry customers and FedEx internal,4,26,diff,empty,,
operations we receive electronic equipment,1,26,diff,empty,,
returns that we work to properly dispose which,19,26,diff,empty,,
could include refurbishment or recycling In,15,19,diff,,,
particular the FedEx Forward Depots division of,17,26,diff,empty,,
FedEx Logistics recycled over 464 metric tons of,24,17,diff,,,
information technology equipment on behalf of,1,26,diff,empty,,
FedEx Logistics also offers a longstanding,15,17,diff,,,
valueadded service connecting customers with,24,6,diff,,,
material recycling providers in North America This,15,19,diff,,,
service includes transportation processing and,24,6,diff,,,
recycling of materials with a 99 landfill diversion,19,19,,,,
rate along with 100 traceability for secure,1,14,diff,,,
inventory management Through this service,15,6,diff,,,
offering more than 1000 metric tons of customer,15,26,diff,empty,,
packaging materials was 75 during FY21,15,14,diff,,,
Furthermore FedEx Office sources paper,12,26,diff,empty,,
responsibly for commercial copy and print services,15,26,diff,empty,,
by adhering to their forestbased paper product,15,26,diff,empty,,
procurement policy In FY21 100 of all paper,12,12,,,,
purchased by FedEx Office was from vendors with,4,26,diff,empty,,
We use a multidisciplinary governance,4,0,diff,,,
approach to support our people The FedEx,10,26,diff,empty,,
Board of Directors is responsible for reviewing,7,7,,,,
and overseeing our culture and evaluating,8,8,,,,
managements efforts to align our corporate,3,26,diff,empty,,
culture with our values and longterm strategy,10,0,diff,,,
performance objectives such as support of,10,8,diff,,,
DEI initiatives and safety into executivelevel,9,6,diff,,,
and Human Resources and Governance Safety,9,0,diff,,,
and Public Policy Committees both support,12,12,,,,
areas of social governance at the Board level,12,7,diff,,,
Within each operating company HR,3,26,diff,empty,,
oversees plans related to team member,12,26,diff,empty,,
career development health and wellness and,9,9,,,,
engagement Our Corporate HR department,8,7,diff,,,
supports the alignment of all operating team,4,26,diff,empty,,
procedures and oversees team member benefits,11,11,,,,
and employee development activities Operating,8,8,,,,
companies also establish their own safety policies,9,6,diff,,,
and programs relevant to their operations based,12,26,diff,empty,,
on our Safety Above All philosophy,9,6,diff,,,
We have dedicated teams supporting DEI in every,10,26,diff,empty,,
FedEx operating company Our DEI Corporate,18,26,diff,empty,,
Council consists of employees from HR Sourcing,15,26,diff,empty,,
and Communications The Council meets every,12,26,diff,empty,,
other month to foster collaboration across the,2,8,diff,,,
enterprise and bring together representatives,12,26,diff,empty,,
from each operating company to share best practices and support multicultural programs in,8,4,diff,,,
the communities we serve By fostering a culture,10,8,diff,,,
of DEI throughout FedEx the Council promotes,12,26,diff,empty,,
increased business performance innovation and,3,3,,,,
FedEx Express maintains a Global DEI Governing,12,26,diff,empty,,
Board to provide oversight on DEI efforts and,12,7,diff,,,
support our US and international regional,12,26,diff,empty,,
diversity councils These councils address local,8,6,diff,,,
DEI issues in support of our global strategy At,3,26,diff,empty,,
FedEx Services and FedEx Corporation a DEI,4,26,diff,empty,,
Executive Steering Committee develops DEI,7,26,diff,empty,,
strategy oversees initiatives and drives,12,26,diff,empty,,
engagement across the company FedEx Ground,10,7,diff,,,
maintains an Inclusion Leadership Council,8,8,,,,
comprised of a crossfunctional group of officers,7,26,diff,empty,,
and directors which executes strategic DEI,7,26,diff,empty,,
efforts FedEx Freight established a Culture,4,8,diff,,,
Leadership Team to provide direction and assess,8,8,,,,
our culture of inclusion and corporate citizenship,8,8,,,,
The FedEx culture enables a resilient workforce,3,8,diff,,,
that can respond to the challenges of today do,10,26,diff,empty,,
the right thing and create connections across the,15,26,diff,empty,,
world Our flexible network and strong culture,8,8,,,,
have positioned us to support businesses,3,26,diff,empty,,
governments and nonprofits in delivering,12,26,diff,empty,,
lifesaving PPE vaccines and pharmaceuticals,15,14,diff,,,
The pandemic underscored the mission of FedEx,13,26,diff,empty,,
to connect the world in good timesand more,10,26,diff,empty,,
recentlyin periods of great need Our team,2,26,diff,empty,,
members are united by our passion to deliver on,8,26,diff,empty,,
the Purple Promise This passion begins with our,8,26,diff,empty,,
PeopleServiceProfit PSP philosophy and is,12,26,diff,empty,,
driven by our Quality Driven Management QDM,17,6,diff,,,
system A successful balance of PeopleService,4,26,diff,empty,,
Profit is key to our success FedEx was founded,3,26,diff,empty,,
on the full circle philosophy that taking care of,2,26,diff,empty,,
our team members results in outstanding service which allows us to earn a fair profit,12,6,diff,,,
and reinvest in our team members,3,26,diff,empty,,
Our team members are our greatest asset and,10,26,diff,empty,,
the three components of our culturePSP QDM,12,26,diff,empty,,
and the Purple Promisecontinue to be the,4,26,diff,empty,,
driving force behind how we think how we work,12,26,diff,empty,,
Our culture stance informs values and behaviors,10,0,diff,,,
We are a global team of innovators and collaborators committed to bringing our,3,26,diff,empty,,
PeopleServiceProfit philosophy to life by,15,26,diff,empty,,
Acting with integrity in all that we do,0,0,,,,
Taking care of our team members,9,26,diff,empty,,
Embracing DEI so everyone feels,9,26,diff,empty,,
Helping shape a better world,10,26,diff,empty,,
Growing profitability to reinvest in,3,26,diff,empty,,
Delivering excellence and value for,8,26,diff,empty,,
our team members and business,3,26,diff,empty,,
With one FedEx culture we,3,8,diff,,,
Take care of each other We put safety above all We make safety a place a habit and a mindset,9,6,diff,,,
We bring our whole selves to work We value our differences and believe,10,26,diff,empty,,
Commit to do good We make connections We seeks ways to protect our planet,23,26,diff,empty,,
We do the right things the right way We help communities thrive,10,26,diff,empty,,
Drive business results We know how our roles support the business We deliver results,3,26,diff,empty,,
aligned to our strategy We invest wisely to drive profit We create,3,26,diff,empty,,
Own outstanding We make every experience matter We simplify and work smarter,8,26,diff,empty,,
for our customers We find ways to stand out from the crowd,15,26,diff,empty,,
We are fast flexible and focused,15,26,diff,empty,,
Create whats next We anticipate the future We stay curious We act now to stay ahead,3,26,diff,empty,,
We provide a path to growth for everyone,8,4,diff,,,
Culture has been a priority for FedEx since,8,8,,,,
reputationreflect who we are align us to whats,3,26,diff,empty,,
operations began nearly 50 years ago and each operating company has demonstrated its,3,26,diff,empty,,
important help make us resilient and empower us to deliver great results These values apply,3,0,diff,,,
