paragraph,predict_label,count,different,empty,diff rate,empty rate
seeking to generate longterm returns and contribute to,18,26,diff,empty,,
sustainable outcomes For example in 2021 we launched 20,15,26,diff,empty,,
supporting investing aligned with the goal of net zero,4,26,diff,empty,,
greenhouse gas emissions by 2050 or sooner in line with,25,25,,,,
global efforts to limit warming to 15 degrees Celsius This,25,26,diff,empty,,
collaboration between the public and private sectors are all,12,8,diff,,,
prerequisites for transitioning to a lowcarbon world,4,26,diff,empty,,
JP Morgan Asset Management is pleased to play its part in,18,11,diff,,,
identifying solutions by working with clients to develop,3,11,diff,,,
products and solutions consistent with a net zero ambition,15,26,diff,empty,,
We also continue to expand our sustainable investment,12,26,diff,empty,,
offerings through JP Morgan Global Private Bank which,18,26,diff,empty,,
provides clients with access to multiple sustainable,2,26,diff,empty,,
investment strategies across equities fixed income,18,26,diff,empty,,
alternatives and multiasset portfolios In 2021 we saw record,4,26,diff,empty,,
inflows in sustainable investment portfolios and strategies,3,26,diff,empty,,
and grew total sustainable AUM 60 from the prior year,15,26,diff,empty,,
In March 2021 we closed our new Global Impact Fund with,12,10,diff,,,
over 150 million in commitments The Fund offers a,12,26,diff,empty,,
diversified portfolio of impact private investment funds,12,10,diff,,,
constructed with the intent to advance progress toward,3,26,diff,empty,,
Launched in 2019 our Sustainable Equity Strategy invests in,3,6,diff,,,
equity funds with a preference toward funds that consider,18,6,diff,,,
ESG factors in their investment process and focus on,3,26,diff,empty,,
sustainable themes based on our internally defined criteria,15,26,diff,empty,,
In 2021 the strategy grew to more than 15 billion in AUM,12,26,diff,empty,,
We continue to invest in tools and solutions to help clients,12,26,diff,empty,,
achieve their sustainable investing goals and to further raise,3,26,diff,empty,,
their awareness and understanding of sustainable investment,12,26,diff,empty,,
trends and opportunities For example in June 2021 we,18,4,diff,,,
acquired OpenInvest a valuesbased investing financial,4,26,diff,empty,,
technology company In the future using proprietary,4,26,diff,empty,,
technology and insights OpenInvests platform will unlock a,18,26,diff,empty,,
personalized and engaging endtoend client experience,22,26,diff,empty,,
including the ability to personalize portfolios to align with,3,26,diff,empty,,
clients values and preferences and sophisticated sustainability,0,0,,,,
reporting to help clients understand how their investments are,12,26,diff,empty,,
supporting their goals and impacting the world,10,26,diff,empty,,
Advancing Climate and Sustainability Solutions,13,0,diff,,,
ADVANCING SUSTAINABILITY THROUGH INVESTMENT RESEARCH,3,0,diff,,,
We produce robust ESGfocused investment research to meet investors needs for timely insights and analysis that,4,4,,,,
The CIBs ESG Solutions team supports clients across our major industry verticals on their responses to ESG trends In,3,4,diff,,,
support their sustainability and ESG investment strategies In 2021 our Firm published over 900 ESGrelated reports,3,0,diff,,,
2021 the ESG Solutions team helped enable clients access to ESGfocused capital across equity debt and private,18,6,diff,,,
across key regions to address investors needs for strategic and thoughtleading ESG analyses Our published ESG,18,26,diff,empty,,
markets and had a key role in several initial public offerings IPOs leading the ESG work stream and assisting issuers,4,25,diff,,,
content has included regular thematic thought pieces on key developments in ESG Sustainability collaborative pieces,3,0,diff,,,
during preIPO ESG ratings assessments,12,26,diff,empty,,
between ESG and Sector analysts that assessed ESG issues with industry context and our ESGQ methodology a,18,26,diff,empty,,
proprietary scoring which combines data designed to capture the longterm corporate responsibility profiles of,12,0,diff,,,
companies and their evolution over time with more frequently updated data points In addition in the JP Morgan,18,22,diff,,,
Perspectives series we published several departmental ESG collaborations most notably focusing on the challenges,3,26,diff,empty,,
posed by the energy crunch the Net Zero transition the cost of decarbonization and how climate innovation can,13,3,diff,,,
accelerate the clean energy transition Our Firm also facilitated dialogue between investors companies and regulators,12,10,diff,,,
UNDERWRITING GREEN SOCIAL AND SUSTAINABILITY BONDS,3,10,diff,,,
Through our business we are a lead underwriter of sustainable bonds green social and sustainability bonds and,3,10,diff,,,
sustainabilitylinked bond issuances In 2021 JPMorgan Chase was the number one underwriter of sustainable bonds,12,26,diff,empty,,
and the Firms brokerdealer subsidiaries underwrote approximately 60 billion in green social sustainability and,3,10,diff,,,
on key ESG issues by hosting our 6th Global ESG Conference in 2021 which was attended by over 1500 participants,3,26,diff,empty,,
globally To respond to the growing client need for ESG research we expanded our capabilities in 2021 adding ESG,3,4,diff,,,
specialists in both our Equity Research and Global Index Research groups across various geographies,18,4,diff,,,
Our 2021 Green Bond Issuance,12,26,diff,empty,,
First launched in April 2018 the JP Morgan ESG JESG suite of fixed income indices consider ESG factors in the,18,26,diff,empty,,
creation of a composite benchmark The suite had more than 40 billion in assets across active and passively,18,26,diff,empty,,
managed funds by 2021 yearend benchmarked against them JP Morgan Index Research provides daily ESG,18,4,diff,,,
scoring coverage for over 6000 global corporate and quasisovereign issuers and over 170 sovereigns,12,26,diff,empty,,
JPMorgan Chase issued a 125 billion green bond in August 2021 We allocated an amount equal to the net,12,26,diff,empty,,
proceeds of that offering to support nine renewable energy investments in wind solar and geothermal projects,24,24,,,,
across the US These projects are expected to produce approximately 7000 gigawatthours of electricity annually,24,26,diff,empty,,
enough to supply approximately 650000 homes with clean electricity each year For more information see,24,26,diff,empty,,
page 73 in our ESG Report Appendices,3,26,diff,empty,,
The JP Morgan Index Research team expanded its JESG index suite in the fourth quarter of 2021 with the launch,18,4,diff,,,
SUPPORTING OUR MARKETS CLIENTS WITH SUSTAINABILITY SOLUTIONS,3,0,diff,,,
of the JP Morgan ESG Global Corporate Index JESG GCI an ESG benchmark covering investment grade and,18,26,diff,empty,,
high yield markets across USD EUR and GBP currencies as well as the launch of the JP Morgan Green Bond,18,25,diff,,,
Within CIB Markets we created the Global Markets Sustainability Center GMSC in October 2021 to further drive the,3,25,diff,,,
Index GENIE an ESGaligned benchmark tracking the 1 trillion green bond market covering green bonds across,23,22,diff,,,
Firms efforts in providing sustainability solutions to institutional investors,3,0,diff,,,
hard currency USD EUR and GBP sovereign quasisovereign supranational corporate and local currency green,12,26,diff,empty,,
government bonds across 31 eligible currencies In addition the team launched carbon analytics for JP Morgan,12,21,diff,,,
sovereign and corporate fixed income indices and published inaugural carbon footprint reports for flagship,12,24,diff,,,
benchmarks incorporating greenhouse gas emissions data,25,25,,,,
SUPPORTING CONSUMER ADOPTION OF ELECTRIC VEHICLES,15,26,diff,empty,,
Heightened awareness of climate change has accelerated the automotive industrys transition to EVs and there has been,13,25,diff,,,
a corresponding increase in interest for many consumers JPMorgan Chase is responding by helping consumers,4,26,diff,empty,,
understand and navigate this new segment and access financing to support their purchases,12,26,diff,empty,,
The EV landscape is complex and evolving quickly and information and guidance can be scattered and hard to find or,12,26,diff,empty,,
understand for consumers In response Chase Auto is making investments in a new digital resource center to deliver,15,5,diff,,,
guidance insights and education information for firsttime EV buyers,2,26,diff,empty,,
We are also working to increase financing to support EV adoption including entering into private label relationships with,2,11,diff,,,
EV manufacturers to provide flexible financing options to consumers For example in 2021 we launched a partnership,12,10,diff,,,
with the EV company Rivian to offer private label financing as part of its effort to reimagine the vehicle purchase,12,26,diff,empty,,
process Beginning with the credit application on Rivians website customers can selfselect a retail financing structure,12,26,diff,empty,,
that best fits their needs,15,26,diff,empty,,
BUILDING COMMUNITY RESILIENCE TO CLIMATE CHANGE,3,25,diff,,,
Climate change is having a disproportionate impact on many vulnerable communities leaving them with diminished,13,10,diff,,,
resources and a weakened ability to cope respond and adapt JPMorgan Chase has deployed philanthropic capital to,3,26,diff,empty,,
communities around the world to support initiatives that help communities advance their resilience to climate change,13,25,diff,,,
Advancing Climate and Sustainability Solutions,13,0,diff,,,
Since 2019 we have committed over 13 million in grants to advance resilience to climate change including over,13,25,diff,,,
5 million in 2021 We supported initiatives with local organizations around the world Examples of programs we have,12,26,diff,empty,,
Training and Placing Underserved Individuals in Green Jobs We are supporting Louisiana Green Corps in provid,2,8,diff,,,
ing workforce training and enhanced certifications to 80 unemployed and lowincome individuals to help them,8,8,,,,
secure immediate opportunities in the water management and green infrastructure industries from young adults,20,20,,,,
to individuals in midcareer experiencing economic repercussions of the COVID19 pandemic The program includes,2,26,diff,empty,,
intensive training in basic construction skills and resilienceenhancing technologies,3,8,diff,,,
Mobilizing Communities to Protect Biodiversity and Combat Drought Through a grant to The Nature Conser,23,13,diff,,,
vancy we are supporting the Greater Cape Town Water Funds efforts to train local community members to remove,20,10,diff,,,
invasive plants in priority source water areas in South Africa The project aims to provide a green workforce devel,20,11,diff,,,
opment pipeline to combat unemployment protect biodiversity and safeguard water,23,20,diff,,,
Courtesy of Rivian Automotive Inc,15,26,diff,empty,,
Advancing Climate and Sustainability Solutions,13,0,diff,,,
Reducing the environmental impact of our physical operations is an important part of becoming a more sustainable,15,9,diff,,,
In 2020 we committed to achieve carbon neutrality across our operations annually This commitment includes Scope 1 direct,12,25,diff,,,
organization Our direct environmental impacts stem primarily from the operation of our more than 6000 corporate,13,9,diff,,,
GHG emissions from building operations and companyowned aircraft and vehicles Scope 2 indirect GHG emissions from,25,21,diff,,,
offices bank branches and data centers Our approach to operational sustainability consists of two key components,3,0,diff,,,
purchased electricity and Scope 3 indirect GHG emissions associated with business travel In 2021 we met our carbonneutral,25,21,diff,,,
managing our carbon footprint by reducing our direct and indirect GHG emissions and enhancing resource management,25,25,,,,
goal for the second year in a row using carbon offsets to help us achieve neutrality We are committed to maintaining carbon,12,25,diff,,,
and efficiency which includes responsible stewardship of water waste and other key resources across our operations,20,19,diff,,,
neutral operations each year going forward,4,26,diff,empty,,
Creating actionable strategies for reducing our GHG footprint depends on having clear and comprehensive insight into,25,24,diff,,,
our emissions sources and performance Since 2005 we have been measuring and publishing our operational GHG,25,8,diff,,,
emissions and using that data to inform our strategies for reducing both our direct and indirect emissions as well as,25,21,diff,,,
offsetting the impact of the emissions we are not yet able to eliminate,25,10,diff,,,
Our 2021 Operational GHG Footprint,25,24,diff,,,
Our strategy to maintain carbon neutral operations is focused on the following,3,21,diff,,,
Improving efficiency Reducing energy use is our first priority We continue to undertake a variety of energy efficiency,24,24,,,,
measures for example optimizing the use of heating and cooling in our buildings and to expand their implementation,24,26,diff,empty,,
Sourcing renewables Next we are focused on installing onsite solar systems at JPMorgan Chase properties and establishing,24,24,,,,
longterm renewable energy procurement agreements eg Power Purchase Agreements and green power supply contracts,24,17,diff,,,
We are working to increase the proportion being met with onsite renewable energy and offsite longterm renewable energy,24,24,,,,
contracts to 70 or more by 2025 In 2021 over 20 of our renewable procurement came from these solutions,12,17,diff,,,
Purchasing Energy Attribute Certificates EACs and carbon offsets To continue to meet our commitment to source,12,24,diff,,,
renewable energy for 100 of our global power needs annually and address the remainder of our direct and indirect emis,24,24,,,,
sions we purchase applicable EACs eg GreenE certified Renewable Energy Certificates RECs InternationalRECs and,12,24,diff,,,
JPMorgan Chases 2021 operational GHG emissions were driven by two primary activities powering,25,21,diff,,,
our buildings eg electricity heating and cooling and business travel Scope 1 GHG emissions,25,21,diff,,,
include those from building operations and companyowned aircraft and vehicles Scope 2 emissions,25,21,diff,,,
from purchased electricity are the largest driver of our buildingrelated emissions and overall,21,21,,,,
operational GHG footprint The majority of our business travelrelated emissions are Scope 3,25,25,,,,
emissions from commercially operated air and rail reimbursed personal vehicle and rental car travel,21,21,,,,
and hotel stays A small portion of our business travel emissions are Scope 1 emissions from,25,21,diff,,,
To build on our commitment to carbon neutral operations in 2021 we announced a new target to reduce our Scope 1 and Scope 2,12,21,diff,,,
locationbased emissions by 40 by 2030 versus a 2017 baseline As of the end of 2021 we had reduced Scope 1 and Scope 2,25,21,diff,,,
emissions by approximately 15 Moving forward we intend to make further progress by increasing our direct use of renewable,25,21,diff,,,
energy upgrading existing heating and cooling systems and optimizing building space Over time as we strive to reduce our,24,24,,,,
operational emissions through these measures we anticipate needing to buy fewer offsets to neutralize our emissions,25,25,,,,
On our website you can find more information related to our environmental data,22,9,diff,,,
Highlights of our emissions reduction efforts in 2021 included the following,25,25,,,,
JPMorgan Chase is currently constructing a new,4,26,diff,empty,,
In addition to achieving net zero operational emissions the new,25,21,diff,,,
Building Sustainability into Our New Headquarters,3,0,diff,,,
Data center efficiency The Firm continues to drive improvements across its data centers by shifting,24,22,diff,,,
information technology load to newer more efficient data centers We also endeavor to share what we,1,4,diff,,,
have learned with others For instance in October 2021 we joined the Low Carbon Patent Pledge,4,21,diff,,,
through which we will share several key patents related to how we efficiently cool and ventilate our,24,4,diff,,,
data centers with the aim of helping to speed the transition to lowcarbon technology and energy,24,22,diff,,,
sources The Firm has long led the industry in terms of patenting intellectual property and works to,4,26,diff,empty,,
deepen a culture of innovation across tech business and operations Firmwide,3,3,,,,
Solar expansion We continue to expand onsite solar power at our corporate office buildings and,24,24,,,,
retail branches across the US As of December 31 2021 we have added solar installations at nearly,24,24,,,,
300 retail branches in nine states including Arizona California Ohio and New York among others,4,26,diff,empty,,
Our goal is to complete solar installations at approximately 400 additional branches plus 125 car,24,24,,,,
Advancing Climate and Sustainability Solutions,13,0,diff,,,
ports totaling over 25 megawatts MW of solar capacity We are also expanding solar installations at,24,24,,,,
our corporate office buildings and expect to deploy approximately 90 MW of additional solar capacity,24,24,,,,
247 renewable energy In 2021 we collaborated with energy provider EDF to power our buildings in,24,24,,,,
the UK with renewable energy around the clock As part of this effort our electricity consumption in,24,24,,,,
the UK will be matched to renewable generation every minute of the day providing us with approxi,24,24,,,,
mately 120000 MWh of renewable electricity each year enough to power our three million square,24,26,diff,empty,,
feet of offices in the UK or the equivalent of about 33000 homes,7,26,diff,empty,,
Our Approach to Carbon Offsets,12,25,diff,,,
Carbon offsets are an important tool that enable companies to support projects that reduce GHG,25,25,,,,
emissions and in many cases create valuable social and community cobenefits At JPMorgan Chase,10,10,,,,
we purchase offset credits to address emissions that we are unable to abate through efficiency,25,20,diff,,,
improvements or other measures We purchase offset credits that have been certified by accredited,12,26,diff,empty,,
third parties which means they are real additional and independently verified We also strive to,12,26,diff,empty,,
source offset credits that are generated from projects located in areas where JPMorgan Chase has a,12,26,diff,empty,,
presence and that have additional cobenefits,12,26,diff,empty,,
headquarters building to meet the needs of our,3,26,diff,empty,,
building plans to use several stateoftheart technologies and,12,26,diff,empty,,
workforce decades into the future Reflecting the growing,8,11,diff,,,
systems to boost efficiencies including,24,26,diff,empty,,
need for healthy and sustainable buildings the 1388,15,26,diff,empty,,
foot 60story skyscraper is expected to be Manhattans,24,26,diff,empty,,
first allelectric tower with net zero operational,24,26,diff,empty,,
emissions The design also considers indoor air quality,21,21,,,,
and aims to exceed the highest industry standards in,14,11,diff,,,
In order to strengthen and guide the design and,15,26,diff,empty,,
construction process we have aligned and plan to seek,12,26,diff,empty,,
final certification to the Leadership in Energy and,8,8,,,,
Environmental Design LEED Platinum v4 During,15,9,diff,,,
demolition we recycled reused or upcycled 97 of the,19,26,diff,empty,,
materials from our previous building exceeding the LEED,15,26,diff,empty,,
Platinum requirement by over 20 We also utilized,12,26,diff,empty,,
flexible and adaptable design strategies to drive,15,26,diff,empty,,
embodied carbon reductions by using innovative,25,21,diff,,,
materials with lower carbon content planning for,15,21,diff,,,
circularity at end of life and placing an increased,23,26,diff,empty,,
Intelligent building technology that uses sensors artificial intelligence AI and machine learning systems to predict respond and adapt to energy needs,1,24,diff,,,
Advanced water storage and reuse systems to reduce water usage by more than 40 as compared to industry standard,20,20,,,,
Triple pane glazing on the facade and automatic solar shades connected to heating ventilation and air conditioning HVAC systems for greater energy efficiency,24,24,,,,
The building is expected to contain many occupant health and,9,6,diff,,,
Doubling the amount of outside fresh air and continuously monitoring air quality to improve the overall health and well being of employees,21,6,diff,,,
Bringing nature indoors through biophilic design including wide use of natural plants and healthier furniture and building materials,23,26,diff,empty,,
Bringing in 30 more daylight and using circadian lighting to minimize the effects of electric light and support a healthier indoor environment as compared to industry standard,24,21,diff,,,
Promoting Health and Wellness in the Workplace,9,9,,,,
In addition to more traditional environmental considerations such as energy and water efficiency health and wellness are,24,9,diff,,,
important aspects of our sustainable building strategy When looking at how our buildings can affect the health and wellbeing,9,6,diff,,,
of our employees we prioritize factors such as cleaning and sanitization air and waterquality emergency preparedness and,5,5,,,,
health service resources As a result of our efforts in 2021 we maintained the WELL HealthSafety Rating for Facility Operations,9,6,diff,,,
and Management from the International WELL Building Institute for our approximately 6200 corporate office and retail bank,15,11,diff,,,
branch locations globally The WELL HealthSafety Rating is an evidencebased thirdparty verified rating focused on,2,26,diff,empty,,
operational policies maintenance protocols emergency plans and stakeholder engagement strategies to help organizations,5,10,diff,,,
prioritize the health and safety of their staff customers visitors and stakeholders JPMorgan Chase was the first global financial,9,6,diff,,,
institution to receive the WELL HealthSafety Rating in 2020,2,26,diff,empty,,
10 Data points are compared to a typical developerled speculative office building,4,22,diff,,,
Enhancing Resource Management and Efficiency,24,11,diff,,,
Responsible resource management is an important part of our sustainability strategy helping us reduce our impacts,17,0,diff,,,
while improving efficiency and reducing costs We are focused on reducing our water and waste footprint along with,20,20,,,,
appropriately managing the waste we generate On our website you can find more information related to our,19,19,,,,
We are focused on driving progress in the following areas,10,26,diff,empty,,
Conserving water Our target is to reduce water use 20 by 2030 compared to a 2017 baseline As of the end of,20,20,,,,
2021 we had reduced water use by over 5 Across many of our corporate offices and branches we have already,20,20,,,,
deployed a number of water efficiency measures including lowflow fixtures aerators and touchfree faucets To,20,20,,,,
build on these efforts we are working to install smart meters across our portfolio that will allow us to collect more,24,11,diff,,,
accurate and timely water use data This will help us better monitor and control our water use and to identify and,20,20,,,,
Advancing Climate and Sustainability Solutions,13,0,diff,,,
Reducing office materials and waste In 2021 we made progress toward our commitment to reduce office paper,19,19,,,,
use by 90 by 2025 achieving a reduction of over 50 versus our 2017 baseline We also work to recycle paper,15,19,diff,,,
as well as nonpaper waste throughout our buildings and branches where recycling services are available and eco,19,19,,,,
nomically feasible In addition we are working to optimize existing recycling services expand such services to new,15,11,diff,,,
locations and explore opportunities to bring composting services to more of our corporate locations with cafete,6,19,diff,,,
rias To further our target of diverting 100 of electronic waste ewaste from landfills we carefully select ven,19,19,,,,
dors to dispose of our ewaste responsibly In 2021 alone our ewaste program diverted more than 490 metric,12,26,diff,empty,,
tons of solid waste avoiding approximately 3000 mtCO2e of GHG emissions,19,19,,,,
Enhancing Our Communities Through Beekeeping,23,26,diff,empty,,
Sourcing responsibly We recognize that the environmental and social impact of our operations extends to our,17,10,diff,,,
suppliers practices As such we seek to do business with suppliers that share our values and commitment to mak,17,0,diff,,,
ing a positive impact in the communities where we operate We partner with our suppliers to assess their sustain,17,10,diff,,,
ability programs develop new internal programs and targets and to foster a culture of sustainability In 2021 we,12,0,diff,,,
began to formalize our engagement efforts with key suppliers on their sustainability efforts including their emis,17,10,diff,,,
sions management programs Through these engagements we plan to work with key suppliers to disclose their,17,11,diff,,,
GHG emissions understand their climate actions and help them build capacity to achieve further carbon reduc,25,25,,,,
tions For more information on responsible sourcing see page 58,15,26,diff,empty,,
Bees are important for a strong food system economic security and environmental resiliency yet pollinator health,3,9,diff,,,
continues to decline JPMorgan Chase is committed to doing its part to help Inspired by employeemanaged beehives in,18,26,diff,empty,,
several of our locations we established a corporate beekeeping program to expand our reach and impact In 2021 we,12,10,diff,,,
installed 20 beehives across six of our corporate offices in New York New Jersey Delaware and other locations These,12,26,diff,empty,,
hives helped bring over 750000 bees into these communities and helped pollinate over 450 different plant species,23,23,,,,
across more than 300 square miles In 2022 we intend to expand the program to additional locations across the US,6,26,diff,empty,,
Our Firms success is linked to the talent of our employees and the strength of our communities,8,8,,,,
JPMorgan Chase is investing in our people through all phases of the employee lifecycle and leveraging,8,8,,,,
our resources and expertise to advance inclusive growth At the core of these efforts is our commitment,8,4,diff,,,
to advancing diversity equity and inclusion DEI and our 30 billion Racial Equity Commitment We,8,7,diff,,,
utilize the power of our businesses combined with philanthropic capital datadriven insights and policy,12,12,,,,
expertise to work toward a more inclusive sustainable economy,10,26,diff,empty,,
Select Awards and Recognition in 2021,12,8,diff,,,
Deployed or committed more than 18 billion toward our fiveyear 30 billion Racial Equity Commitment,8,6,diff,,,
Deployed or committed over 450 million in philanthropic capital globally of which over 345 million was in grant capital and over 105 million in loan and equity capital,12,6,diff,,,
Opened 10 new Community Center Branches which offer resources for communities that have lacked access to traditional banking and hired more than 100 Community Managers,2,10,diff,,,
Launched Morgan Health a new business unit focused on improving the quality efficiency and equity of employersponsored healthcare,24,6,diff,,,
Launched three new Diversity Equity and Inclusion Centers of Excellence Advancing Hispanics and Latinos the Office of Asian and Pacific Islander Affairs and the Office of LGBT Affairs,8,7,diff,,,
2021 Top Corporations for Womens Business Enter prises Womens Business Enterprise National Council,12,26,diff,empty,,
Best employer list for people with disabilities CAREERS the disABLED magazine,8,26,diff,empty,,
JPMorgan Chase recognized as top LGBT workplace Out Equal Outie Award,8,8,,,,
Best Companies for Latinos to Work 2021 Latino Leaders,8,26,diff,empty,,
Feature Our Commitment to Racial Equity,8,6,diff,,,
Structural barriers in the US have created profound racial inequities which have contributed to a marked and,8,26,diff,empty,,
persistent racial wealth gap These and other inequities are the motivation behind JPMorgan Chases 30 billion,8,26,diff,empty,,
commitment to help close the racial wealth gap among Black Hispanic and Latino communities Informed by data and,8,22,diff,,,
insights that highlight the challenges and point the way to effective solutions we are leveraging our resources as a,3,26,diff,empty,,
financial institution to direct capital and expand opportunities for Black Hispanic and Latino communities to build,8,26,diff,empty,,
sustain and pass on wealth,4,26,diff,empty,,
Our fiveyear commitment announced in October 2020 brings together our business policy data and philanthropic,12,12,,,,
expertise to advance racial equity and promote inclusive growth It includes lending equity and philanthropic capital,8,6,diff,,,
Expanding affordable rental housing and support for,2,26,diff,empty,,
Spending more with Black Hispanic and Latino suppliers,8,26,diff,empty,,
Improving financial health and access to banking,2,6,diff,,,
Investing in Minority Depository Institutions and,18,26,diff,empty,,
Accelerating investment in employees and,8,26,diff,empty,,
building a more diverse and inclusive Workforce,8,11,diff,,,
By the end of 2021 we had committed or deployed more than 18 billion toward our 30 billion goal This was largely,12,26,diff,empty,,
driven by affordable rental housing preservation and homeownership refinance areas where we had existing products,2,26,diff,empty,,
and processes and could take prompt action to further our efforts The Firm is building the infrastructure and,12,20,diff,,,
foundation to make progress on its commitment and we are taking a thoughtful approach to building longterm,10,26,diff,empty,,
sustainable infrastructure to enable our Firm to accelerate progress and reach more people going forward,15,20,diff,,,
There is work still to do and we know that our dedication to racial equity will extend well beyond the fiveyear,8,6,diff,,,
milestone in 2025 We are committed to updating our stakeholders on our progress,10,26,diff,empty,,
What We Accomplished So Far11,3,26,diff,empty,,
Progress through December 31 2021,12,26,diff,empty,,
Feature Our Commitment to Racial Equity,8,6,diff,,,
Originate an incremental 40000 home purchase loans 8 billion and refinance an additional 20000 mortgages 4 billion for Black Hispanic and Latino households,8,26,diff,empty,,
Home Lending continues to make progress in its lending commitment to Black Hispanic and Latino communities,8,26,diff,empty,,
Refinanced 19000 of the 20000 incremental loans goal nearly 5 billion,18,26,diff,empty,,
Originated nearly 12000 home purchase loans for Black Hispanic and Latino households in 2021 totaling more than 4 billion While the number of units was slightly below 2019 production volume the firm continues to pace towards originating an incremental 40000 purchase loans by 2025,8,26,diff,empty,,
Hired more than 150 Community Home Lending Advisors as part of our newlyestablished Community and Affordable Home Lending business,2,10,diff,,,
EXPAND AFFORDABLE RENTAL HOUSING AND SUPPORT FOR VITAL COMMUNITY INSTITUTIONS,2,10,diff,,,
Finance the creation and preservation of 100000 affordable rental units through 14 billion in new loans equity investment and other efforts,2,6,diff,,,
Provide more than 300 million in additional financing to Community Development Financial Institutions CDFIs to support communities that lack access to traditional financing,10,4,diff,,,
Target an additional 100 million in New Markets Tax Credit NMTC investments with a focus on Blackowned or led projects primarily serving Black populations,8,25,diff,,,
Approved funding of approximately 13 billion in loans to help preserve more than 100000 affordable housing and rental housing units across the US,2,26,diff,empty,,
Created the Community Development Banking Capital Solutions team to offer innovative financing options for affordable housing and community facilities by working with a broad range of capital sources,2,10,diff,,,
Increased LowIncome Housing Tax Credit LIHTC investments by 400 million,12,26,diff,empty,,
Closed on 76 million of the 500 million commitment to affordable housing preservation funds,2,26,diff,empty,,
Invest in Vital Community Institutions and Services,2,10,diff,,,
Provided more than 190 million in incremental financing to CDFIs,12,26,diff,empty,,
Established a new Racial Equity Initiative which uses NMTC investments to spur growth and inclusion Since 2020 the Firm has funded 221 million in new projects related to that effort,8,7,diff,,,
INVEST IN MINORITY DEPOSITORY INSTITUTIONS AND COMMUNITY DEVELOPMENT FINANCIAL INSTITUTIONS,12,4,diff,,,
Invest up to 50 million later increased to 100 million in the form of capital and deposits to Black Hispanic and Latinoowned or led Minority Depository Institutions MDIs and CDFIs,8,26,diff,empty,,
Invested more than 100 million of equity in 15 diverseowned or led MDIs and CDFIs that collectively serve more than 89 communities in 19 states and the District of Columbia,12,6,diff,,,
11 A note on terminology All updates related to the Racial Equity Commitment noted below are focused on Black Hispanic and Latino households customers clients andor communities and that is not restated for each metric The homeownership and small business goals are incremental units and dollars above an annual baseline that is,8,6,diff,,,
benchmarked to 2019 business results,3,26,diff,empty,,
Feature Our Commitment to Racial Equity,8,6,diff,,,
Progress through December 31 2021,12,26,diff,empty,,
Provide an additional 2 billion for 15000 small business loans to Black Hispanic and Latino communities,8,26,diff,empty,,
Building the infrastructure and foundation to help small businesses grow through new programs products and hiring including,15,20,diff,,,
Hired 25 diverse senior business consultants to provide free oneonone coaching for business owners in 14 US cities,8,26,diff,empty,,
Mentored more than 1000 small businesses,2,26,diff,empty,,
Hosted educational events community workshops and business training sessions with more than 28000 participants,2,8,diff,,,
Through government relief programs business owners sought relief and liquidity from the US Small Business Administration SBA including the Paycheck Protection Program PPP and Economic Injury Disaster Loans EIDLs While PPP loans are not part of the Firms Racial Equity Commitment JPMorgan Chase was the 1 PPP lender on a dollar basis over the life of the program we funded more than 400000 loans for more than 40 billion More than 30 of those loans went to businesses in majorityminority census tracts,5,6,diff,,,
While small business lending volume through 2021 is below 2019 levels the Firm expects to make progress against the 2 billion small business lending commitment,18,26,diff,empty,,
SPEND MORE WITH DIVERSE SUPPLIERS,17,26,diff,empty,,
Spend an additional 750 million with Black Hispanic and Latino suppliers,8,26,diff,empty,,
Spent an additional 155 million with 140 Black Hispanic and Latino suppliers,8,26,diff,empty,,
IMPROVE FINANCIAL HEALTH AND ACCESS TO BANKING,2,6,diff,,,
Help one million consumers open lowcost checking or savings accounts by opening branches in underserved communities and increasing marketing to reach more underserved unbanked or underbanked consumers,2,4,diff,,,
Hire 150 community managers and open new Community Center branches in underserved communities,2,10,diff,,,
Continue to invest in our real estate presence in lowtomoderate income neighborhoods around the country,3,26,diff,empty,,
BUILD A MORE DIVERSE AND INCLUSIVE WORKFORCE,8,11,diff,,,
Build a more equitable and representative workforce and hold executives accountable by incorporating priorities and progress into yearend performance evaluations and compensation decisions for members of the Operating Committee and their direct reports,8,11,diff,,,
Helped customers open more than 200000 lowcost checking accounts with no overdraft fees,12,26,diff,empty,,
Opened an additional 10 Community Center branches in lowtomoderate communities often in urban areas with larger Black Hispanic and Latino populations,8,10,diff,,,
Opened 47 out of 100 new branches in lowtomoderate income communities many with larger Black Hispanic and Latino populations,8,26,diff,empty,,
Hired more than 100 Community Managers in underserved communities who serve as local ambassadors to build and nurture relationships with community leaders nonprofit partners and small businesses,2,10,diff,,,
Expanded our Accountability Framework to include additional select senior leaders,8,0,diff,,,
Expanded the Diversity Equity and Inclusion program to create three new employee programs supporting Hispanic and Latino employees LGBT employees and Asian and Pacific Islander employees,8,8,,,,
PROVIDE PHILANTHROPIC CAPITAL TO ADVANCE INCLUSIVE RECOVERY,12,5,diff,,,
Provide 2 billion in philanthropic capital to advance an inclusive economic recovery and support Black Hispanic and Latino and other underserved communities,2,5,diff,,,
Committed 396 million toward our philanthropic target which includes grants lowcost loans and direct equity,12,6,diff,,,
The Firm pledged to hire 4000 Black students by 2024 and exceeded the total goal this year by hiring 4192 Black students as interns fellows and entrylevel analysts,8,26,diff,empty,,
