paragraph,esg_label,count_label
we encourage our team members to discover new opportunities and roles listed on our internal career site and for many roles and lines of business we provide detailed profiles of the skills required to be successful we help ensure an end to end selection process that is clear and equitable for all and we encourage regular discussions with managers about team members growth and development goals at apple,Employee_Engagement_Inclusion_And_Diversity,Competitive_Behavior
training hours in apple university infy2021,Access_And_Affordability,Employee_Engagement_Inclusion_And_Diversity
in addition to our company wide programs and initiatives a significant amount of learning happens within teams because of our unique functional structure our leaders are experts in their fields and thus guide their teams of experts to further deepen very specific knowledge and skill sets,Employee_Engagement_Inclusion_And_Diversity,None
we also support team members through formal education and career development initiatives including,Employee_Engagement_Inclusion_And_Diversity,Competitive_Behavior
60 percent of individual contributors have participated in classes in fiscal year 2021 team members spent more than 175000 hours participating in all apple university courses combined,Access_And_Affordability,None
educational assistance program our educational assistance program offers tuition reimbursement for team members to continue their education,Access_And_Affordability,None
apple mentorship program our new mentorship program creates opportunities for apple employees of all backgrounds to learn from one another and grow their careers at apple after successful pilot programs in the,Employee_Engagement_Inclusion_And_Diversity,None
across apple our managers and leaders help our team members to learn improve and do the best work of their lives,Human_Rights_And_Community_Relations,None
you sand the uk we are continuing to expand the program globally pairing a greater number of experienced apple mentors with future leaders from across the company,Employee_Engagement_Inclusion_And_Diversity,None
career experience career experiences enable temporary hands on development opportunities for apple store service and support team members by creating short term rotations in technical operations and corporate functions across apple participants build new skills explore an aspirational role up close and gain in role experience while host teams benefit from the unique customer facing perspectives talents and passions of participants the program is currently available in 11 locations in every geographic region with more countries being added each year and 96 of apples lines of business participate,Employee_Engagement_Inclusion_And_Diversity,Competitive_Behavior
every year our performance review process helps team members have meaningful conversations with their managers,Business_Model_Resilience,Employee_Engagement_Inclusion_And_Diversity
have meaningful conversations with their managers about their performance growth and development across apple employees receive an annual performance review and retail team members are supported by monthly performance conversations to align on their progress,Business_Model_Resilience,Employee_Engagement_Inclusion_And_Diversity
we recognize that our people thrive when they have the resources to meet their needs and the time and support to succeed in their professional and personal lives we provide a host of benefits for corporate and retail employees to help our teams live healthier more fulfilled and happier lives at work and beyond 15,Human_Rights_And_Community_Relations,Labor_Practices
apple provides employees with a wide variety of health related benefits including,Employee_Health_And_Safety,Labor_Practices
our health plans are designed to support the various life stages of our employees and their families they are transgender inclusive where legally and plan allowed and support routine care therapies and other medically necessary surgeries,Access_And_Affordability,Customer_Welfare
apple also provides a number of benefits to support our employees in their personal and family life including,Human_Rights_And_Community_Relations,Labor_Practices
retirement programs to help employees with their future financial needs such as 401k matching contributions in the yous and local retirement plans for employees outside of the yous referrals and resources for childcare which includes backup care in the yous as well as before and after school programs programs for children with special needs and more,Access_And_Affordability,Data security
consultations and referrals to support employees caring for an elderly family member,Access_And_Affordability,None
adoption surrogacy and fertility services financial coaching services tuition reimbursement legal services for adoption child support housing wills identity theft and more,Access_And_Affordability,Labor_Practices
vacation paid sick time and medical leave for serious health conditions 18 pregnancy leave and new parent leave 19 leave for bereavement or to care for a sick family member time off for voting jury duty and other civil obligations company holidays throughout the year,Employee_Health_And_Safety,Labor_Practices
apples employee purchase plan offers special pricing on most apple products we offer substantial discounts on hardware software and accessories for employees families and friends as well as an additional credit that can be used to purchase a mac i pad or unlocked i phone once every two years,Product_Design_And_Lifecycle_Management,Competitive_Behavior
equitable and enable all team members to share in the company s success as shareholders of apple,Director_Removal,Competitive_Behavior
we are committed to being a leader in pay equity providing all employees with annual opportunities for stock ownership in the company and offering highly competitive pay that is in the top tier of each local market and we hold our leaders accountable by incorporating apple values and key community initiatives into our executive short term incentive plan,Competitive_Behavior,Human_Rights_And_Community_Relations
apple is committed to remaining a market leader in compensation through our highly competitive and equitable programs in addition to our stock program and wide range of benefits we provide we regularly review our competitive position to establish our leading starting pay rates in each local market,Competitive_Behavior,Labor_Practices
in2015we introduced our stock ownership program which was designed to reach employees who were not previously eligible for restricted stock unit rsu awards including all of our retail and applecare teams by the end of 2022over11billionofrsu grants will have been awarded under this program and the shares underlying the rs us today would have an estimated value of over 3 billion based on a share price of 13006asofjune162022 apple is one of the few companies in the sp500 and the largest technology company in which employees at all levels are eligible for rsu grants on an annual basis in 2021150000 employees were eligible for rsu grants and our compensation committee approved grants for 99 of those eligible,Labor_Practices,Competitive_Behavior
in most countries employees also get discounts when purchasing apple stock by participating in the employee stock purchase planes pp currently 81 percent of eligible employees participate in the espp,Competitive_Behavior,Employee_Engagement_Inclusion_And_Diversity
beginning in 2021 the compensation committee incorporated the esg modifier into the executive annual cash incentive program the esg modifier is based on a holistic evaluation by the compensation committee of key accomplishments and actions taken during the year to advance our apple values accessibility education environment inclusion and diversity privacy and supplier responsibility and key community initiatives which were chosen because they represent longstanding business relevant environmental social and governance principles that reflect apples commitment to promoting values driven leadership,Employee_Engagement_Inclusion_And_Diversity,Human_Rights_And_Community_Relations
since 2017 apple has achieved and maintained gender pay equity for our employees worldwide in the yous we have also achieved pay equity with respect to race and ethnicity as well as pay equity at the intersections of race and ethnicity with gender,Employee_Engagement_Inclusion_And_Diversity,Customer_Welfare
we have a number of practices in place to support our commitment to pay equity including,Management_Of_Legal_And_Regulatory_Framework,Customer_Welfare
pay equity at the intersections of race and ethnicity with gender was achieved in 2022,Employee_Engagement_Inclusion_And_Diversity,Customer_Welfare
annual pay equity review to maintain pay equity we engage an independent third party expert to build and run statistical models to assess and resolve any differences in total compensation on the basis of gender and in the yous on the basis of race and ethnicity and at the intersections with gender,Employee_Engagement_Inclusion_And_Diversity,Customer_Welfare
our pay equity review is global and covers 100 percent of our employees we consider total compensation including base salary bonus and stock,Labor_Practices,Customer_Welfare
pay equity in the yous by race and ethnicity,Employee_Engagement_Inclusion_And_Diversity,Customer_Welfare
gender pay equity in every country,Labor_Practices,Customer_Welfare
pay equity in the yous at the intersections of race and ethnicity and gender,Employee_Engagement_Inclusion_And_Diversity,Customer_Welfare
at apple we believe that open and honest communication among team members managers and leaders helps create an open collaborative work environment where everyone can contribute grow and succeed,Human_Rights_And_Community_Relations,Employee_Engagement_Inclusion_And_Diversity
if team members have questions feedback or concerns they are encouraged to share them with their manager if a team member is ever uncomfortable raising a particular issue with their manager they can discuss it with any manager at apple their people business partner people support or they can contact the business conduct team,Human_Rights_And_Community_Relations,Competitive_Behavior
we encourage open and honest communication among team members managers and leadership as we seek to build a better work environment for all,Human_Rights_And_Community_Relations,Employee_Engagement_Inclusion_And_Diversity
over the last two years in particular we focused on listening to applestore and applecare employees as they were interacting most directly with customers during the pandemic and experiencing rapid change in how they worked to support those customers for our early 2022surveys76 percent of applestore team members and 73 percent of applecare team members participated,Business_Model_Resilience,None
apple has a no retaliation policy retaliation against anyone who comes forward with a concern or participates in an investigation is grounds for termination we respect each team members right to form or join or refrain from joining organizations of their choice in a lawful manner without discrimination retaliation or harassment,Business ethics,Management_Of_Legal_And_Regulatory_Framework
our employee giving program provides opportunities for employees to contribute to the causes they care deeply about with the support of apple from volunteering to donations to smaller individual actions apple is committed to giving hand in hand with our team members read more on page 67,Human_Rights_And_Community_Relations,Employee_Engagement_Inclusion_And_Diversity
at apple we believe strongly in a culture of open communication mutual respect and high ethical standards and we strive to do the right thing it can be stressful if something at apple has a negative effect on wellbeing violates an apple policy or interferes with someone s ability to do their best work there are several ways team members can report a concern,Business ethics,Employee_Engagement_Inclusion_And_Diversity
managers talking to a manager is a good place to start a large part of their responsibility is to support their team members if a team member is not comfortable bringing a concern to their manager they can discuss it with any manager at apple,Human_Rights_And_Community_Relations,Business ethics
business conduct team members can contact the business conduct team via phone email or a third party they will review the concern and share it with the appropriate internal partners read more on page 72,Management_Of_Legal_And_Regulatory_Framework,Competitive_Behavior
people business partner team members can discuss the issue with their people business partner pbp particularly if it is related to your team or organization,Business_Model_Resilience,None
team members are encouraged to raise their concerns in the way they feel most comfortable internally or externally in addition to the options above they may also contact any of the government agencies or other external organizations that address employee and workplace concerns,Employee_Health_And_Safety,Employee_Engagement_Inclusion_And_Diversity
apple is an equal opportunity employer committed to inclusion and diversity,Employee_Engagement_Inclusion_And_Diversity,Director_Removal
we take steps to provide equal opportunity for all applicants and employees without regard to race color ancestry national origin caste religion creedageover40 mental and physical disability sex gender including pregnancy childbirth breastfeeding or related medical conditions sexual orientation gender identity or expression medical condition genetic information marital status military or protected veteran status an employees reproductive health decisions or those of their dependents or on any other basis protected by law we provide reasonable accommodations to applicants and employees with physical and mental disabilities,Employee_Engagement_Inclusion_And_Diversity,Employee_Health_And_Safety
we are committed to providing a workplace free of harassment or discrimination based on race color ancestry national origin caste sex gender including pregnancy childbirth breastfeeding or related medical conditions sexual orientation gender identity or expression religion creedageover40 mental and physical disability medical condition genetic information marital status or military or protected veteran status or on any other basis protected by law we do not tolerate discrimination or harassment of our employees or those with whom we have a business service or professional relationship including customers nor do we tolerate workplace violence of any kind retaliation against anyone for complaining about harassment or discrimination or for participating in the investigation of a complaint of harassment or discrimination is against apple policy and will not be tolerated at apple,Employee_Engagement_Inclusion_And_Diversity,Employee_Health_And_Safety
apples voluntary decision review enables employees to have an employment decision reevaluated this is designed to promote fairness and impartiality in line with our values and policies the reviewer will consider any new information that indicates the decision may not have been in accordance with our policies and guidelines,Management_Of_Legal_And_Regulatory_Framework,Business ethics
in addition to our full time employees temporary workers and vendor services play an important role on our team our temporary workers generally perform similar work as our full time employees as they are intended to augment the apple employee workforce under a short to midterm assignment approximately,Labor_Practices,Employee_Engagement_Inclusion_And_Diversity
raising concerns in many cases there are multiple avenues for non apple workers to report problems anonymously including internal processes with their employer and the apple business conduct helpline see page 72,Labor_Practices,None
performance vendor performance is reviewed and evaluated by the vendor management based on feedback sometimes received from apple managers procurement and or supplier responsibility,Supply_Chain_Management,Employee_Engagement_Inclusion_And_Diversity
since 2020 we have continued our efforts and programs to support our people we adopted cdc recommendations around uptodate vaccinations including booster doses apple also continued to pay our teams during temporary store and office closures expanded our paid leave policies and enhanced our policies and procedures for a safe work environment both in the office and in store,Employee_Health_And_Safety,None
to keep our teams informed we deployed comprehensive resources with uptodate covid19 information including a dedicated platform for teams returning to the office covid19 case support implemented for all team members included return to work guidance and contact tracing with the utmost regard for employee privacy we continue to offer special sick leave for employees with possible covid19 symptoms as well as comprehensive health coverage,Employee_Health_And_Safety,Customer_Welfare
despite all of the pandemics challenges we brought our hardware software and services into customers hands helping them stay informed connected and entertained,Systemic_Risk_Management,None
we also tailored our services to promote easy access to trusted information on covid19 launching a dedicated section on apple news prioritizing visibility of essential services locations including covid19 testing and vaccination locations on apple maps offering a curated collection of telehealth apps on the app store and leveraging siri to provide the latest covid19 guidance,Access_And_Affordability,None
to meet the extraordinary challenges of virtual education we delivered new content and services for students parents and teachers to foster creativity and learning,Access_And_Affordability,None
in a digital environment we worked with mobile carriers and school administrators to deliver i pad devices with cellular support for students in need with our apple card customer assistance program we also offered customers the option to skip their monthly payments without incurring interest,Management_Of_Legal_And_Regulatory_Framework,None
across many of our apple store locations we were able to serve our customers,Customer_Welfare,None
the health of our teams customers and communities continues to be our first priority,Human_Rights_And_Community_Relations,Customer_Welfare
we also continue to assess any existing gaps at supplier facilities and identify opportunities to work with those in higher risk areas to help make their facilities safer this includes working with third party suppliers to redesign and reconfigure factory floor plans where,Supply_Chain_Management,Labor_Practices
necessary implementing flexible working hours to maximize interpersonal space implementing enhanced deep cleaning protocols and deploying masks and sanitizers in fiscal year 2021we also encouraged our suppliers employees to get vaccinated and boosted where available,Employee_Health_And_Safety,Labor_Practices
by the pandemic with support from apple our long time partner pact an international development organization prepared and coordinated activities to prevent the spread of covid19 in several mining communities in the democratic republic of the congo drc the initiative has reached more than 50000 people through individual and group dialogue soncovid19 prevention since the program began in december 2020,Critical_Incident_Risk_Management,Competitive_Behavior
additionally we have also donated over,Management_Of_Legal_And_Regulatory_Framework,None
10 million to the world health organizations covid19 solidarity response fund we also matched employee donations two to one to support covid19 response efforts worldwide,Critical_Incident_Risk_Management,Employee_Health_And_Safety
we awarded 10 million from our advanced manufacturing fund to copan diagnostics a market leader in sample collection kits that rapidly accelerated their ability to supply sample collection kits to hospitals in the yousforcovid19 testing and our partnership with product red also supported covid19responseseepage65,Product_Design_And_Lifecycle_Management,Human_Rights_And_Community_Relations
in partnership with the whitehouse coronavirus task force and the cdc we released an app and a website that guided americans through a series of questions about their health and exposure to determine if they should seek care for covid19 symptoms providing cdc recommendations on next steps including guidance on social distancing and self isolating how to closely monitor,Employee_Health_And_Safety,Human_Rights_And_Community_Relations
symptoms recommendations on testing and when to contact a medical provider and we collaborated with google to create a new exposure notification system for global governments and health agencies with user privacy and security central to its design to help fight the pandemic,Data security,Customer_Privacy
collaboration with our suppliers helps them make sure they are taking every necessary precaution to keep people safe at work,Employee_Health_And_Safety,Employee_Engagement_Inclusion_And_Diversity
we are dedicated to protecting our team members and our customers everywhere we operate a responsibility covid19 has brought into even greater focus at every stage of the pandemic we have made decisions based on the latest local data and public health guidance and we share lessons across our environment health and safety ehs teams globally so we can continuously improve our safety programs,Employee_Health_And_Safety,Customer_Welfare
we are always working hard to make sure our workers are safe no matter where they are when they are conducting business for apple we abide by ehs requirements in every country where we operate and are dedicated to doing everything we can to support the safety and wellbeing of our global teams,Employee_Health_And_Safety,Labor_Practices
apple implements a hierarchy of control for significant risks which centers on elimination substitution engineering controls administrative controls and personal protective equipment ppe,Critical_Incident_Risk_Management,None
as one example apple ehs regularly assesses hazards at our research labs based on their chemical equipment laser and other hazards approximately 9 percent of our labs are considered complex meaning that they contain high hazard processes and equipment these assessments help teams understand which ehs programs and controls must be put in place to mitigate risks in 2021 apple completed hazard assessments in over 2500 research labs globally,Employee_Health_And_Safety,Competitive_Behavior
we invest in new technologies as we continue to manage potential risks across our operations including our apple owned manufacturing sites our standards programs trainings procedures and other safeguards are managed by trained ehs professionals and where required we also translate ehs procedures into local languages for our team members,Management_Of_Legal_And_Regulatory_Framework,Labor_Practices
risks identified from incidents injuries and nonroutine events are addressed expeditiously to identify and implement appropriate corrective and preventative actions and we integrate our learnings into future program development and training lessons learned are routinely communicated across apples eh steam and potentially affected operations and they are used to inform updates to existing policies and procedures,Employee_Health_And_Safety,Employee_Engagement_Inclusion_And_Diversity
employees and managers can report incidents near misses and observations including newly identified hazards and risks through an internal ios app incident responses are addressed by apples ehs team through a consistent process that connects employees with care and support while identifying corrective actions where appropriate to prevent future occurrences,Critical_Incident_Risk_Management,None
we made progress in 2021at sites around the world,Ecological_Impacts,None
in2021we continued to support our global team members working from home office apple office and non office settings,Human_Rights_And_Community_Relations,Labor_Practices
we are always working hard to make sure our workers are safe no matter where they are when they re conducting business for apple,Employee_Health_And_Safety,Labor_Practices
ergonomics trainings and self assessment support are aimed at creating an awareness of ergonomic risk factors for w msds how to prevent them and how to proactively request for adjustments to workstations,Systemic_Risk_Management,Employee_Health_And_Safety
our industrial warehouse and other non office operations teams were supported with approximately 400 ergonomic risk assessments and 76lab screenings the assessments evaluated risk factors such as repetition force posture and duration while reviewing the interaction of the team member with new machines equipment work processes and workspaces,Supply_Chain_Management,Management_Of_Legal_And_Regulatory_Framework
beyond covid19we supported the response to dozens of crisis events in 2021 including fires severe weather and civil unrest our responses focused on the safety of our employees and business continuity we activated 31 crisis management teams cmts to manage the most severe events and 120 additional incidents were supported without full cmts,Critical_Incident_Risk_Management,Employee_Health_And_Safety
all team members can sign up for apples emergency alert system enabling them to be notified of local emergencies and to indicate whether they are safe or need help disaster supplies are available at our facilities all apple campuses with over 1000 employees have facility response and recovery plans which provide a comprehensive approach to the safety and support of our employees while minimizing business interruption site specific emergency response plans have been implemented globally these plans are communicated to all employees and trainings and drills are held at least annually and our employees are trained in emergency response allowing them to react quickly while supporting the safety of our team members and customers,Critical_Incident_Risk_Management,Employee_Health_And_Safety
in2021wecompletedover200 emergency response drills which were supported by 2700 trained emergency response team ert members we expect to increase the frequency of these drills depending on covid19 restrictions,Critical_Incident_Risk_Management,Employee_Health_And_Safety
with the care and support of our employees and customers in mind we deployed automatic external defibrillator aed stations across our global retail stores in 2021 and to ensure that our team members could effectively use this new tool we provided aed training for our team members,Employee_Health_And_Safety,Employee_Engagement_Inclusion_And_Diversity
to provide a safe and sustainable environment for our teams our ehs programs are built to share information about risks requirements and expectations for all workers,Employee_Health_And_Safety,Competitive_Behavior
apples ehs leadership team including apples ehs director is responsible for establishing priorities determining annual work plans and assigning resources to implement high quality services in all geographies where we operate,Management_Of_Legal_And_Regulatory_Framework,Customer_Welfare
our operations in cork ireland are certified to iso14001 an international standard for environmental management systems and apples taiwan technology center is certified to iso45001 for occupational health and safety management systems and working toward iso14001 certifications in2022,Employee_Health_And_Safety,Labor_Practices
our inspections tool was deployed globally to 1050 users across various retail and corporate locations including apple store locations general office space srd labs kitchens and cafs data centers construction sites and laser labs,Customer_Welfare,Customer_Privacy
our ehs management systems are designed to provide a safe environment for teams across apple,Employee_Health_And_Safety,Labor_Practices
labor and human rights in the supply chain 40,Labor_Practices,Human_Rights_And_Community_Relations
health safety and wellness responsible materials sourcing education and professional development environment,Product_Design_And_Lifecycle_Management,Employee_Health_And_Safety
our commitment to people and the planet extends across our supply chain from manufacturing to services and to the many places where our suppliers operate we work closely with our suppliers to uphold the highest standards so that the people in our supply chain are safe and treated with respect and the environment is protected everywhere that apple products are made,Supply_Chain_Management,Labor_Practices
apples work in this space is led by apple senior management sabi h khan is apples senior vice president of operations reporting to coo jeff williams sabi his in charge of apples global supply chain product quality and overseeing planning procurement manufacturing logistics and product fulfillment functions the programs that support apples environment and supply chain innovation work,Supply_Chain_Management,Product_Design_And_Lifecycle_Management
the operations team also supports apples,Data security,None
suppliers to propel green manufacturing help,Supply_Chain_Management,Product_Design_And_Lifecycle_Management
conserve resources and protect the planet,Ecological_Impacts,None
policy outlines how we treat everyone including our customers employees business partners,Business ethics,Management_Of_Legal_And_Regulatory_Framework
and people at every level of our supply chain,Supply_Chain_Management,None
we take a very broadview of our supply,Supply_Chain_Management,None
chain see diagram on page 38 and the,Competitive_Behavior,None
responsibility that comes with it we consider,Human_Rights_And_Community_Relations,Business ethics
our supply chain to include everything that,Supply_Chain_Management,None
supporting and recycling of apple products,Product_Design_And_Lifecycle_Management,Waste_And_Hazardous_Materials_Management
as well as our retail stores and all of the services,Product_Design_And_Lifecycle_Management,None
and operations that are part of our supply,Supply_Chain_Management,None
the apple supplier code of conduct and supplier responsibility standards outline our requirements for our suppliers in the areas of labor and human rights health and safety environment ethics and management systems since 2005 the code and standards have been updated annually are published on our website in15 languages and communicated to our suppliers,Supply_Chain_Management,Labor_Practices
the requirements in our supplier code of conduct and supplier responsibility standards and the due diligence we conduct across our supply chain align with internationally recognized labor and human rights standards including those of the international labour organization ilo the united nations guiding principles on business and human rights un gps the organisation for economic,Supply_Chain_Management,Human_Rights_And_Community_Relations
cooperation and development oecd as well as industry leading health and safety organizations,Employee_Health_And_Safety,Customer_Welfare
we publicly share our progress through a number of reports available on our supplier responsibility site,Supply_Chain_Management,Business ethics
2022 annual people and environment in our supply chain progress report,Supply_Chain_Management,None
how we work with suppliers conflict minerals report supplier list,Supply_Chain_Management,Director_Removal
2021 efforts to combat human trafficking and slavery,Labor_Practices,Human_Rights_And_Community_Relations
a global network of people and businesses working together to build the best products in the world,Product_Design_And_Lifecycle_Management,Labor_Practices
3 million,Management_Of_Legal_And_Regulatory_Framework,None
we also extend our support to help prospective suppliers correct compliance issues found during the procurement process even when the supplier is not awarded apples business at no cost to the participating companies since 202068 percent of companies that were not awarded apple business elected to join this voluntary program helping to protect people and the planet beyond the reach of our business and supply chain,Supply_Chain_Management,Business ethics
our people and environment in our supply chain report page 99 provides a detailed overview of progress in our supply chain including efforts to identify mitigate prevent and remedy human rights risks as outlined by the business and human rights due diligence process set forth in the un gps,Supply_Chain_Management,Human_Rights_And_Community_Relations
we work closely with many experts across apple from product and services designers to facility managers to evaluate and update our code and standards annually to address emerging risks incorporate new legal requirements and industry best practices and reflect the needs of supplier employees in a dynamic operating environment we engage,Supply_Chain_Management,Labor_Practices
that our code and standards reflect current internationally recognized labor human rights health and safety and environmental standards,Employee_Health_And_Safety,Labor_Practices
we work across our business to implement our standards from the earliest stages of product design and development from the suppliers we choose to work with to the materials in our products to the processes and equipment we use to make them we take a comprehensive approach to identifying and mitigating risks early,Product_Design_And_Lifecycle_Management,Competitive_Behavior
in the procurement and product development cycles since fiscal year 20209 percent of prospective suppliers evaluated for code related risks have been prevented from entering our supply chain for being unable or unwilling to meet our code and standards,Supply_Chain_Management,Competitive_Behavior
once new suppliers are awarded apple business we begin the process of helping them quickly get up to speed on our requirements through our supplier on boarding process in 2021we expanded our on boarding process to engage new suppliers at an even earlier stage in their working relationship with apple,Supply_Chain_Management,Labor_Practices
with our requirements these independent third party assessments which take place on site at supplier facilities provide a snapshot of a suppliers performance however when combined with regular engagement with supplier teams mandated reporting and listening directly to hundreds of thousands of supplier employees about their workplace experiences our rigorous supplier assessments provide a clear measure of their performance in upholding our code and standards,Supply_Chain_Management,Employee_Engagement_Inclusion_And_Diversity
in the 2021reportingperiod1177 assessments were conducted in 52 countries this included 886 code of conduct assessments and 291 smelter and refiner assessments 20since2007 apple managed assessments have covered 94 percent of our direct manufacturing spend,Energy_Management,Product_Design_And_Lifecycle_Management
been taken to prevent are occurrence we prohibit retaliation of any kind against supplier employees who participate in our assessments,Labor_Practices,None
our goal is to work together with suppliers to help them improve their management systems rather than to simply remove them from our supply chain without helping them correct the issues we have discovered in the event that a supplier is unwilling or unable to improve their operations to meet our requirements they risk removal from our supply chain since 2009 we have directed the removal of 24 manufacturing supplier facilities and 170 smelters and refiners from our supply chain for being unwilling or unable to sufficiently improve their operations to meet our requirements,Supply_Chain_Management,Labor_Practices
results of our assessments are detailed in our people and environment in our supply chain report beginning on page 91,Supply_Chain_Management,None
as apples business continues to grow and expand to new areas we adapt our supplier engagement model accordingly this includes continuing to expand our scope to conduct independent third party assessments of a growing number of suppliers that support our business outside of manufacturing last year we increased our engagement and expanded the application of our code and standards to suppliers supporting newer areas of apples business including those that work with our content services like apple tv and apple fitness,Supply_Chain_Management,Director_Removal
these assessments also include unannounced assessments and unannounced visits in response to workers grievances and allegations or to verify risks at supplier facilities based on predictive analytics in fiscal year 2021211 unannounced assessments and investigations were conducted where the supplier facility was provided no advance notice of our arrival this is nearly double the number conducted in 2020,Labor_Practices,Critical_Incident_Risk_Management
in addition to third party code of conduct assessments we require many of our suppliers to also undergo the responsible business alliances rba validated assessment program vap a facility wide third party assessment,Supply_Chain_Management,Human_Rights_And_Community_Relations
widely used by the industry a total of 99rbavap assessments were completed in fiscal year 2021at apple supplier sites,Supply_Chain_Management,None
if we uncover noncompliance in the course of any assessment or engagement we take prompt action so that suppliers not only correct and remedy the issue but make meaningful long term changes to their systems and processes we do this through a corrective action plan cap during which 3060and90day checkins with apple are required we then conduct our corrective action verification cav process to verify that all corrective actions have been successfully implemented and necessary steps have,Management_Of_Legal_And_Regulatory_Framework,Human_Rights_And_Community_Relations
supplier employees at final assembly in the yous,Supply_Chain_Management,None
we are collaborating with industry associations,Management_Of_Legal_And_Regulatory_Framework,None
stakeholder initiatives around the world to,Human_Rights_And_Community_Relations,Business ethics
promote best practices to listen to and learn,Access_And_Affordability,Labor_Practices
from others perspectives and experiences and,Human_Rights_And_Community_Relations,None
to scale innovative solutions helping everyone,Access_And_Affordability,None
to achieve progress at a more rapid pace see,Business_Model_Resilience,None
page 32 of the people and environment in our,Human_Rights_And_Community_Relations,None
supply chain report for more detail on the organizations we work with,Supply_Chain_Management,None
we are committed to respecting the rights of every individual in our supply chain just like we do for our team members customers and other partners and more broadly to working with others to share our tools and the lessons weve learned and to empowering everyone to achieve progress more rapidly,Supply_Chain_Management,Competitive_Behavior
effective grievance channels ongoing worker management communications and supplier employee feedback are essential to ensuring respect for worker rights and maintaining safe and healthy workplaces whether through social dialogue and formal employee representation workplace satisfaction surveys anonymous hotlines focus groups or interviews during annual assessments the feedback we receive directly from supplier employees helps us ensure labor and human rights are respected throughout our global supply chain we also use this feedback to address emerging risks improve rights training for supplier employees and supplier management and to continually strengthen our code and standards,Labor_Practices,Human_Rights_And_Community_Relations
rights awareness we believe that protection starts with rights awareness and since 2008morethan236 million supplier employees have been trained on their workplace rights under our code and standards suppliers are required to provide employees with training on their workplace rights this training is generally conducted during new employee orientation and covers international labor standards local labor laws environmental health and safety and the protections required by our code and standards,Labor_Practices,Employee_Health_And_Safety
feedback channels supplier employee interviews are an important part of every assessment conducted each year we interview tens of thousands of supplier employees in their local language and without their managers present to determine whether or not their experience on the job aligns with auditors observations during assessments in fiscal year 2021 despite the ongoing challenges presented by the covid19 pandemic we interviewed 87626 workers in our supply chain over 35000 more than were interviewed in the previous fiscal year,Supply_Chain_Management,Employee_Engagement_Inclusion_And_Diversity
our code and standards require effective worker feedback channels including grievance mechanisms at all supplier sites we also provide third party anonymous hotlines which are also available to our employees see page 72 and the ability to contact the apple environment and supply chain innovation esci team directly at any time and in any language when an issue is raised we require supplier management to immediately investigate and to resolve the issue in a timely manner,Supply_Chain_Management,Labor_Practices
we are committed to respecting the rights of every individual in our supply chain,Supply_Chain_Management,Human_Rights_And_Community_Relations
workplace satisfaction in addition to interviews and grievance channels we,Business ethics,Customer_Welfare
also engage with supplier employees to understand their overall workplace satisfaction in 2021we anonymously surveyed 264963 supplier employees in 191 facilities across greater china india ireland malaysia philippines singapore uk you sand vietnam about their workplace experiences nearly double the number of supplier employees surveyed last fiscal year as a result suppliers to ok3944 actions including better commute options increasing wages and bonuses offering better food variety and skill development opportunities for entry level managers,Labor_Practices,Employee_Engagement_Inclusion_And_Diversity
we did discover two cases in taiwan in which people paid recruitment fees to secure their job which is a violation of our code we required the supplier to directly repay their employees in full and verified repayment through a third party auditor the payment of recruitment fees withholding an employees passport or personal identity documents or restricting an employees freedom of movement are core violations of our code and standards the most serious level of code violations if we discover workers have paid recruitment fees at any point on their employment journey to an apple supplier we require supplier management to take prompt action to provide remedy to those affected by directly repaying their workers for any and all fees even if the supplier was unaware that their employees had paid recruitment fees from 2008 through fiscal year 2021 our suppliers have repaid332 million in recruitment fees directly to 37322 workers,Labor_Practices,Employee_Engagement_Inclusion_And_Diversity
supplier employees directly engaged about their workplace experiences through interviews and satisfaction surveys,Employee_Engagement_Inclusion_And_Diversity,Customer_Welfare
supplier employees reached by grievance hotline awareness campaign,Labor_Practices,None
apple policies and our supplier requirements align with international labor and human rights standards including those of the international labour organization the united nations guiding principles on business and human rights un gps and the organisation for economic cooperation and development,Labor_Practices,Human_Rights_And_Community_Relations
our human rights policy outlines how we treat everyone including our customers employees business partners and the people across every level of our supply chain,Supply_Chain_Management,Human_Rights_And_Community_Relations
read the apple supplier code of conduct and supplier responsibility standards,Supply_Chain_Management,Business ethics
thorough mapping informs our strategy,Business_Model_Resilience,None
an effective strategy requires deep understanding of our supply chain to date we have mapped over 1000 labor recruitment agencies that work with our suppliers across 32 countries,Supply_Chain_Management,Labor_Practices
we require our suppliers to provide their employees with training on their workplace rights on their first day on the job this helps to ensure that every person is aware of,Labor_Practices,Employee_Engagement_Inclusion_And_Diversity
their rights and what to do if they are not being respected which includes the ability to anonymously contact apple directly foreign contract workers who make up a very small percentage of people in our supply chain also receive training prior to leaving their home country as well as upon arriving in their destination country to date our suppliers have provided workplace rights training to over 236 million people in addition last year we directly engaged with over 350000 people in our supply chain to learn more about their workplace experience,Labor_Practices,Employee_Engagement_Inclusion_And_Diversity
