paragraph,predict_label,count,different,empty,diff rate,empty rate
The discussion was centered on 5G,2,26,diff,empty,,
connection technology and the guests,1,26,diff,empty,,
Jain Kuldeep Malik Anuj Sidharth and,8,26,diff,empty,,
representatives from two industry analysis,17,4,diff,,,
There were over 290 articles with respect,12,26,diff,empty,,
Online social media reach 2426930 persons,1,10,diff,,,
Press conference for launch of MediaTek Dimensity 900 chipset,24,26,diff,empty,,
MediaTek hosted the product launch press conference for Dimensity 900 on May 13 2021 to showcase,15,26,diff,empty,,
its incredible capability on cameras and display advanced 5G connectivity and ultrafast gaming,24,26,diff,empty,,
performance This event attracted 57 medias and key influencers attending the event and generated,12,8,diff,,,
13500 clicks and over 127 million views of the press conference video,12,26,diff,empty,,
Press conference for MediaTek Kompanio 900T September 9 2021,12,26,diff,empty,,
MediaTek hosted the press conference launching its Kompaino brand on September 9 2021 officially,15,26,diff,empty,,
publicizing its latest Kompanio series mobile computing platform and its first family member,15,26,diff,empty,,
Kompanio 900T Kompanio brand positioning and Kompanio 900T product features were introduced,15,4,diff,,,
in this conference Totally there were 57 medias and key influencers participating this event with,12,26,diff,empty,,
over 7000 media reports and the discussion on launch of this new series continued growing on the,12,26,diff,empty,,
Virtual Executive Summit November 17 2021 November 20 2021,12,26,diff,empty,,
Virtual Product Launch of MediaTek Dimensity 9000 chipset,15,26,diff,empty,,
MediaTek held its third annual Executive Summer in November 2021 In addition to several products,15,26,diff,empty,,
announced across MediaTeks brands during the Summit it also invited industrial partners including,4,26,diff,empty,,
AMD Arm and Micron to discuss their partnership with MediaTek There were 53 medias attending,12,10,diff,,,
the event physically and 208 medias virtually During the event period media coverage exceeded,12,26,diff,empty,,
6000 articles and social media impressions were over 25 million times,22,10,diff,,,
8K smart TV chipset Pentonic 2000,24,24,,,,
Unveiled the firstever 7nm digital TV,24,26,diff,empty,,
WiFi 6 connectivity supported chips,24,26,diff,empty,,
Filogic 130 and130A which are,12,26,diff,empty,,
Teaming up with AMD to unveil the,12,26,diff,empty,,
leading WiFi 6E solution Filogic,24,26,diff,empty,,
Teaming up with Micron to validate,4,26,diff,empty,,
LPDDR5X DRAM the very first in the,24,26,diff,empty,,
MediaTek announced its first true flagship smartphone,15,26,diff,empty,,
chip the Dimensity 9000 5G mobile platform on,1,26,diff,empty,,
December 16th 2021 We showcased Dimensity 9000s,4,26,diff,empty,,
exceptional features in computing energy efficiency AI,24,24,,,,
videography display gaming 5G and etc Meanwhile,24,26,diff,empty,,
smartphones made by four partnering manufacturers,15,26,diff,empty,,
powered by MediaTek were first launchedshowcased,12,26,diff,empty,,
in this event and MediaTek announced the arrival of,3,26,diff,empty,,
Dimensity 8000 in 2022 The product launch event was,15,26,diff,empty,,
live streamed on 9 platforms with 1149 million views,12,26,diff,empty,,
in total There were 252 medias and key influencers,4,26,diff,empty,,
participating who generated 4556 active reports with,12,26,diff,empty,,
estimated 1800 million views and 109780 buzz volume,1,26,diff,empty,,
Dimensity 9000 flagship 5G mobile platform,24,26,diff,empty,,
Maximum performance with cooler output,24,8,diff,,,
MediaTek is headquartered in Hsinchu Science Park Taiwan and has 27 sites across the globe Apart from,4,26,diff,empty,,
the US UK Finland Singapore and India we continue to expand and leverage our presence in emerging,3,26,diff,empty,,
markets such as Southeast Asia Africa China and India All with the goal to provide people throughout,3,25,diff,,,
the world with new opportunities made possible by innovative technologies and thus putting our brand,15,26,diff,empty,,
Development of 5G industrial and,15,4,diff,,,
Noida office founded in 2004,12,26,diff,empty,,
Bangalore office founded in 2014,8,26,diff,empty,,
and client services for embedded,1,26,diff,empty,,
Continues to invest in advanced,18,26,diff,empty,,
IC design and development of,15,4,diff,,,
131 Innovative Project Management Processes,3,11,diff,,,
MediaTek continually strengthens its customer service platform Its project management processes are,4,6,diff,,,
Material Issues Management Approach Customer relationship management NonGRI Material Topic,3,11,diff,,,
initiated from the moment of contact with a client Further we feedback to clients so they can benefit from,12,26,diff,empty,,
MediaTeks rigorous attention to detail in product service processes For more information about our project,15,6,diff,,,
management processes please refer to the table below,10,11,diff,,,
Customer Focus is one of MediaTeks six core values and is a guiding principle for our sustainable,3,0,diff,,,
In response to supply chain shortages during the pandemic we are committed to improve our resilience,17,5,diff,,,
to product delivery communication and response to change MediaTek grows its value to customers by,15,5,diff,,,
thinking from a customers perspective It aims to enhance the working relationship by forseeing and being,10,11,diff,,,
influence over the industry and,12,26,diff,empty,,
Led by Senior Vice President and,7,26,diff,empty,,
managers of all levels participate,8,26,diff,empty,,
comand audit mailboxes that serve,0,12,diff,,,
channels for every one these,1,26,diff,empty,,
i e v e m e n t s,12,26,diff,empty,,
i e v e m e n t s,12,26,diff,empty,,
G o a l s,12,26,diff,empty,,
M a n a g e m e n t a p p r o a c h,12,26,diff,empty,,
Markets cover 5 continentsincluding Europe,4,25,diff,,,
Americas China Taiwan Japan Korea India,4,26,diff,empty,,
SouthEast Asia Middle East and etc,3,26,diff,empty,,
Team up with TMobile Swisscom to Ericsson,3,26,diff,empty,,
and constantly optimize 5G network,1,26,diff,empty,,
Introduce 5G SoC Dimensity 1000C specifically,4,26,diff,empty,,
designed for the US market,15,26,diff,empty,,
Grow with renowned clients worldwide eg,3,26,diff,empty,,
AMD Intel Amazon Microsoft Meta OPPO,0,26,diff,empty,,
VIVO Xiaomi ASUS SONY NEC Samsung,4,26,diff,empty,,
and continue exploring into the 5G markets,3,25,diff,,,
like smartphonesCPEMiFi 8K DTV WiFi 6E,24,26,diff,empty,,
Regularly employ various quantitative and,12,26,diff,empty,,
qualitative methods such as face to face,4,26,diff,empty,,
active project numbers and QA to obtain,22,26,diff,empty,,
Despite over two years of a pandemic net,13,26,diff,empty,,
revenue in 2021 increased by 5316 bucking,12,26,diff,empty,,
prices at all times and,4,26,diff,empty,,
MediaTek OnLine was established to simplify client processes and enhance efficiency through improved,4,20,diff,,,
userfriendliness The platform contains a variety of system functions including software authorization,1,1,,,,
document management file transfers online courses FAQ lists of recommended vendors software,1,11,diff,,,
downloads and online QA The platform helps MediaTek attain an accurate view of client needs and can,12,26,diff,empty,,
speed product development shorten product development time and meet customer expectations,15,4,diff,,,
Our online mailbox collected 5500 queries,22,26,diff,empty,,
production and sales and customer,15,26,diff,empty,,
in 2021 from potential clients which were,22,26,diff,empty,,
passed onto relevant members to follow up,12,26,diff,empty,,
When clients have questions or suggestions regarding our products or services they can consult with us via,15,26,diff,empty,,
the eService online support system Dedicated personnel are responsible for handling client queries based,1,26,diff,empty,,
on their attributes Professionals help solve client problems in a systematic and timely manner,2,26,diff,empty,,
MediaTek delivers more than 2 billion chips annually We believe that in addition to innovation and great,15,3,diff,,,
product quality maintaining good communication channels and understanding client needs are the only,15,6,diff,,,
path to successful customer services Therefore we provide worldwide clients the most timely and tailored,15,26,diff,empty,,
services by continual investment In 2021 the number of our customer service employees increased by 20,8,6,diff,,,
overall and more than 30 overseas,12,26,diff,empty,,
location still visit local clients,12,26,diff,empty,,
G o a l s,12,26,diff,empty,,
Major Issues Management Approach Economic GRI 1031103210332011,18,11,diff,,,
We are committed to pursuing sustainable operations and longterm benefits maintaining our industry,3,11,diff,,,
leadership and generating a multitude of values for our stakeholders,8,0,diff,,,
MediaTek continues to focus on global footprint expansion structural optimization of product portfolios and,15,4,diff,,,
improvement of profit structures and investment in advanced technologies and potential markets in order,4,25,diff,,,
to form virtuous cycles for Company operations We provide a highquality working environment for our,0,11,diff,,,
employees to truly fulfil their potential We continue to extend our industrial leadership to generate higher,8,8,,,,
Fully grasp market trends and client,3,4,diff,,,
designs and launching highly cost,15,26,diff,empty,,
effective products that appeal to,15,26,diff,empty,,
advantages to assist clients in rapid,18,26,diff,empty,,
and smooth mass production that,24,26,diff,empty,,
Maintain sound and flexible financial,12,26,diff,empty,,
systems that support RD needs,24,26,diff,empty,,
partners to explore new business,3,26,diff,empty,,
i e v e m e n t s,12,26,diff,empty,,
relations with global capital markets,3,10,diff,,,
and seek out appropriate investment,12,26,diff,empty,,
targets that are beneficial to business,12,26,diff,empty,,
Historically high consolidated revenues for the,12,26,diff,empty,,
year equaled NTD4934 billion with the growth,18,4,diff,,,
rate of 532 consolidated gross margin,12,26,diff,empty,,
increased from 439 to 469 compared,12,26,diff,empty,,
with 2020 consolidated operating income,18,26,diff,empty,,
grew by 150 compared to the previous year,18,26,diff,empty,,
by 85 which are contributing an ongoing,12,26,diff,empty,,
Market leadership in mobile phones voice,3,8,diff,,,
assistants digital televisions and network,24,26,diff,empty,,
We work closely with worldclass companies,4,26,diff,empty,,
such as Amazon and Alibaba to shift AI from,18,26,diff,empty,,
M a n a g e m e n t a p p r o a c h,12,26,diff,empty,,
Investor Relations office Ms Wang,3,10,diff,,,
i e v e m e n t s,12,26,diff,empty,,
In terms of market share according to Topology Research Institute and Gartner worldwide semiconductor,4,4,,,,
market revenue was USD5835 billion in 2021 and MediaTeks market share was 3 ranking No7 worldwide,4,4,,,,
and No4 in the global fabless semiconductor industry Looking to 2022 our experienced management team,18,11,diff,,,
will continue to lead MediaTek making use of our strong capabilities in highlyintegrated systemonachip,3,26,diff,empty,,
products as we work with clients to provide highly competitive products We anticipate 5G technologies,15,26,diff,empty,,
and subsequent applications will allow us to expand relevant product markets and continue to extend our,15,25,diff,,,
Business scope of MediaTeks affiliates include the investment RD promotion aftersales service for,12,6,diff,,,
optical storage products digital consumer products wireless communication digital TV networking,15,8,diff,,,
analog etc MediaTeks affiliates support the Companys core business by acquiring leading technology,4,26,diff,empty,,
through investments For more information on affiliates and to see the organizational structure of MediaTek,12,26,diff,empty,,
please refer to p103114 of our 2021 Annual Report,12,26,diff,empty,,
compelling products and services to,15,26,diff,empty,,
Material Issue in this Chapter,12,26,diff,empty,,
NTD 96 billion investment in RD in 2021,12,26,diff,empty,,
Worlds first 7nm 8K smart TV SoC Pentonic 2000,24,24,,,,
For 19 consecutive years MediaTek has totally published 85 papers in ISSCC,12,26,diff,empty,,
Green IC innovation that saved 23 more power for end users than in the previous year equivalent to the total power consumption of 170 thousand households for a year,24,3,diff,,,
Selected as one of the Top 100 Global,3,26,diff,empty,,
Innovators by Clarivate formerly known as,3,26,diff,empty,,
Thomson Reuters for the fourth time,18,26,diff,empty,,
Obtained the 2021 Taiwan Intellectual,4,26,diff,empty,,
Management Guidelines Innovation and Product Accountability NonGRI Material Topic,15,0,diff,,,
MediaTek engineers worldwide work unceasingly on a wide variety of RD projects across various technical,8,26,diff,empty,,
domains so MediaTek can continue its technology leadership in order to deliver products and services that,15,8,diff,,,
enhance and enrich everyones lives,2,26,diff,empty,,
We seek to innovate by building a strong team of technical personnel and products and establishing,15,26,diff,empty,,
partnerships with worldclass manufacturers Our internal corporate culture encourages our employees to,8,8,,,,
be innovative while actively interacting with external partners and participating in international technical,12,26,diff,empty,,
forums and associations so that MediaTek can be among the elite in all domains of technology,4,26,diff,empty,,
targeting various customer segments in,4,4,,,,
Apply Artificial Intelligence AI features,1,26,diff,empty,,
through a wide range of products,15,26,diff,empty,,
Practice the mindset of green design,15,26,diff,empty,,
New generation flagship 5G SoC that features multiple world leading technologies Dimensity 9000,24,24,,,,
Worlds first 7nm 8K smart TV SoC Pentonic 2000,24,24,,,,
Reduced power consumption of products by,15,26,diff,empty,,
23 and chip sizes by 23,15,26,diff,empty,,
Continue to apply 5G communication technologies in various product categories and actively participate in the development of 6G technology standards,15,8,diff,,,
Establish AI application ecosystem for various product categories,15,23,diff,,,
NTD 96 billion investment in RD in 2021,12,26,diff,empty,,
Our RD and Sales maintain active two,3,26,diff,empty,,
way communication with our clients to,22,8,diff,,,
help us keep abreast of market trends,3,4,diff,,,
Continually host the inhouse Innovation,15,3,diff,,,
Award and Special Contribution Award to,12,26,diff,empty,,
Continually publish papers in the International,12,26,diff,empty,,
SolidState Circuits Conference ISSCC and,12,26,diff,empty,,
be the only Taiwanese company that has,18,26,diff,empty,,
had papers selected for publication for 19,12,26,diff,empty,,
i e v e m e n t s,12,26,diff,empty,,
Through the following actions to improve relevant,12,26,diff,empty,,
technical skills and development in Taiwan,8,4,diff,,,
Participation in domestic academic events,12,26,diff,empty,,
G o a l s,12,26,diff,empty,,
M a n a g e m e n t a p p r o a c h,12,26,diff,empty,,
i e v e m e n t s,12,26,diff,empty,,
Maintained over 12000 global patents wherein,4,26,diff,empty,,
1500 of them were acquired in 2021 Ranked No,18,26,diff,empty,,
1 in the IC design industry in Taiwan,15,26,diff,empty,,
Ranked No 1 in the Taiwan industry in its number,17,26,diff,empty,,
of global patents in 5G WiFi and HEVCVVC,4,26,diff,empty,,
hundred RD and product personnel to key technical and product development fields such as 5G and,15,4,diff,,,
AI Through this action we are continuing to work toward a goal of Technology Leadership For more,12,8,diff,,,
information please refer to Section 12 Global Operations of this report With regards to internal human,0,10,diff,,,
resource adjustment mechanisms please refer to 334 Internal Job Application channels,11,26,diff,empty,,
MediaTek has hosted the nomination selection and awarding of the Innovation Award and Special,12,3,diff,,,
Contribution Award ISCA annually since 2002 ISCA symbolizes the highest achievements of MediaTek,12,26,diff,empty,,
personnel through innovations and the acknowledgment of their contributions to the company Special,10,26,diff,empty,,
Contribution Award is split into two categories ProjectProduct and Operation Innovation Award is focused,12,3,diff,,,
on acknowledging the contribution of the vital few Teams and individuals were selected and honored after,10,26,diff,empty,,
Innovation is a neverending relay race MediaTek strives to utilize technological innovation to solve,15,3,diff,,,
problems and enhance and enrich the quality of life for everyone IC design companies are located at the,15,6,diff,,,
top of the semiconductor value chain in turn they must keep pace with external developments and have a,17,26,diff,empty,,
deep understanding of user needs and industrial changes in order to stay at the cutting edge of innovation,3,3,,,,
and ultimately help end users benefit from opportunities brought about by these technological advances,15,26,diff,empty,,
MediaTek encourages employees to take part in internal and external events and forums to motivate,12,26,diff,empty,,
inspire and intensify their engagement in innovation and invention,3,3,,,,
We believe that innovation is the driving force for sustainable corporate growth through invention and,3,3,,,,
2021 Innovation Award and Special Contribution Award,15,3,diff,,,
innovation we strive to continue providing the most competitive products and services and connecting all,15,3,diff,,,
users in the creation of better life,15,26,diff,empty,,
In 2021 22 teams took part in the competition among 226 project members 92 of whom were from,4,4,,,,
overseas units Among the 22 teams nominated six teams were awarded including two for the Innovation,4,3,diff,,,
Award two for the Special Contribution Award ProjectProduct and two for the Special Contribution,12,26,diff,empty,,
Award Operation The 2021 Innovation Award and Special Contribution Award recognized our colleagues,15,3,diff,,,
outstanding performance in WiFi TV SoC and 5G applications,24,8,diff,,,
In recent years MediaTek has continued to invest in cuttingedge research in new fields In 2020 our RD,4,4,,,,
investment reached NTD773 billion which was further increased to NTD96 billion in 2021 This included,12,26,diff,empty,,
recruiting more than 1000 talents and investing in advanced manufacturing technologies and continuing to,8,15,diff,,,
invest in technology research and development in 5G wireless communications and AI to lead the industry,1,4,diff,,,
elevate to global scale and drive digital transformation,3,26,diff,empty,,
In order to provide user the best flagship experience and build more innovative living solutions MediaTek,15,26,diff,empty,,
has been proactively reorganizing internal Human Resources over the past few years transferring several,3,10,diff,,,
International SolidState Circuits Conference ISSCC,12,26,diff,empty,,
The ISSCC is the worlds largest most prestigious and higheststandard conference on solidstate circuits,12,26,diff,empty,,
with thousands of participants from the academia and industry every year In 2022 ISSCC selected and,12,26,diff,empty,,
published 2 papers from the MediaTek Group One of them is related to processor technology and the other,12,26,diff,empty,,
is related to audio decoders Since 2004 MediaTek has had papers accepted by the Conference for 19 years,12,26,diff,empty,,
in a row 85 in total testifying the companys extraordinary technological and innovative strength,15,26,diff,empty,,
MediaTek is the only Taiwanese company whose papers have been accepted at ISSCC for 19 consecutive years,12,26,diff,empty,,
The International SolidState Circuits Conference acts as a leading indicator of global RD trends,18,4,diff,,,
in semiconductor and solidstate circuits It is the best forum for exchanges of cuttingedge,4,26,diff,empty,,
technologies in the fields of semiconductor and chipset often referred to as the Olympics of the IC,15,26,diff,empty,,
Tapping into Emerging Opportunities with Value Chain,17,26,diff,empty,,
Teaming up with Ericsson MediaTek set uplink speed record on 5G mmWave,1,26,diff,empty,,
MediaTek and Ericsson the worldclass telecommunication manufacturer performed a fourcomponent,4,26,diff,empty,,
carrier 4CC uplink carrier aggregation UL CA on millimeter wave that resulted in a peak throughput,24,26,diff,empty,,
rate of 495 Mbps 425 Mbps in New Radio NR plus 70 Mbps in 4G LTE double the current speeds This,12,26,diff,empty,,
extraordinary performance has set a milestone for the initiation of 5G mmWave The test which focused,4,8,diff,,,
on uplink carrier aggregation is the first of its kind It showed how this solution can help communications,1,26,diff,empty,,
service providers deliver higher data rates and capacity for uplink applications such as ARVR and hassle,1,6,diff,,,
free video viewing experience on mobile devices,24,26,diff,empty,,
MediaTek M80 5G chipset integrates both mmWave and Sub6 GHz 5G technologies to bring fast 5G,24,26,diff,empty,,
experience to users With its extraordinary performance MediaTeks 5G technology has been testified by,24,8,diff,,,
over 100 telecommunication operators MediaTek works closely with partners around the world to bring,12,26,diff,empty,,
consumers faster and more reliable 5G experiences aiming to set a milestone in the industry,15,26,diff,empty,,
Participating in domestic academic events,12,26,diff,empty,,
Participating and hosting 2021 ISSCC Paper Presentation,12,26,diff,empty,,
MediaTek proactively participates in domestic academic events In 2021 MediaTek Group had 4 papers,12,26,diff,empty,,
selected and published by ISSCC and cohosted the 2021 ISSCC Paper Presentation with National Taiwan,12,26,diff,empty,,
University National Yang Ming Chiao Tung University and IEEE SSCS Taipei Chapter In this presentation 11,12,26,diff,empty,,
As technologies continue to transform and evolve MediaTek not only generates new integrated technologies,12,26,diff,empty,,
and applications in collaboration with our business partners but also participates in global technical,12,8,diff,,,
associations to foster interactions with industry peers and academic institutes that can inspire novel ideas,12,26,diff,empty,,
c o m m u n,12,26,diff,empty,,
i c a t i,12,26,diff,empty,,
S e m i c o n d u c t o r,12,26,diff,empty,,
ETSI European Telecommunications Standards Institute,12,11,diff,,,
GSMA Groupe Speciale Mobile Association,4,26,diff,empty,,
DVD CCA DVD Copy Control Association,1,26,diff,empty,,
SMPTE Society of Motion Picture Television Engineers,12,26,diff,empty,,
VESA Video Electronics Standards Association,12,11,diff,,,
JEDEC Solid State Technology Association,24,26,diff,empty,,
PCISIG Peripheral Component Interconnect Special Interest Group,17,26,diff,empty,,
industrial and academic experts were invited to share the research findings and results in all fields discussed,12,4,diff,,,
TSIA Taiwan Semiconductor Industry Association,17,26,diff,empty,,
the 2021 ISSCC and 3 of MediaTeks employees shared the development trend in their areas of research,12,4,diff,,,
TIARA Taiwan IC Industry and Academia Research Alliance,12,4,diff,,,
S e m i c o n d u c t o r,12,26,diff,empty,,
The Serial ATA International Organization,12,26,diff,empty,,
MediaTeks participation in technical specification organizations,12,26,diff,empty,,
Name of Technical Specification Organization,4,26,diff,empty,,
Note MediaTek is the director of Global Semiconductor Alliance GSA the executive director of Taipei Computer,12,7,diff,,,
Association TCA the executive director of Taiwan Semiconductor Industry Association TSIA and the executive director,12,7,diff,,,
of Taiwan IC Industry and Academia Research Alliance TIARA,12,4,diff,,,
224 Patent Strategies and Establishment of Industry Specifications,4,26,diff,empty,,
Since its inception innovation has been the cornerstone of MediaTeks daily operation In order to safeguard,4,3,diff,,,
its precious RD results consolidate its global competitiveness and sustain its technological leadership in,4,8,diff,,,
key areas the company formulated an intellectual property IP management plan based on its business,4,11,diff,,,
goals with an aim to offer clients worldwide topoftheline products and services and pursue leadership in,15,8,diff,,,
the industry through the mean of Global Operations Local Practice,18,26,diff,empty,,
MediaTek has over 20 RD locations worldwide and we have filed more than 10000 patent applications,4,26,diff,empty,,
across Taiwan China the United States Europe India Japan Korea Brazil and South Africa As of the end,4,26,diff,empty,,
of 2021 the company had maintained over 12000 patents worldwide including 1500 patents obtained in,4,26,diff,empty,,
Taiwan Association of Information and,12,26,diff,empty,,
highest number in the Taiwanese IC design industry MediaTek outperformed in the industry In 2021 it was,4,26,diff,empty,,
selected as one of the Top 100 Global Innovators by Clarivate formerly known as Thomson Reuters for,3,26,diff,empty,,
Institute of Electrical and Electronics,12,26,diff,empty,,
the fourth time and obtained the 2021 Taiwan Intellectual Property Management System TIPS certification,4,11,diff,,,
It was simultaneously ranked No 1 in the Taiwan industry in terms of number of global patents in 5G WiFi,24,26,diff,empty,,
In 2021 MediaTek obtained more than,12,26,diff,empty,,
Elected as the Chairman for RAN2 and focused on developing,12,26,diff,empty,,
protocols for B5G beyond 5G technologies,24,26,diff,empty,,
Serve as project leader for two new technologies for R18,12,26,diff,empty,,
actively urge MediaTeks RD results to be adopted by the,12,26,diff,empty,,
protocols and ultimately roll out the B5G technologies,12,26,diff,empty,,
Continue to submit revised proposals based on commercial,12,26,diff,empty,,
experiences of 5G products and worked with worldwide,15,26,diff,empty,,
telecommunication operators in assuring consideration,12,26,diff,empty,,
of scenarios for actual commercial applications in the,4,26,diff,empty,,
Serve as the chair for TC1 integrating the technical consensus,12,26,diff,empty,,
among Taiwanese companies for 3GPP enhancing Taiwans,4,26,diff,empty,,
influence in the decisionmaking of key technologies and,12,26,diff,empty,,
encouraging B5G technical interaction with foreign companies,15,26,diff,empty,,
Participate in international technical conferences as a,12,26,diff,empty,,
representative of Taiwan and presented B5G6G RD,12,26,diff,empty,,
progress enhancing Taiwans visibility in the international,12,26,diff,empty,,
Actively participate in the formulation of physicallayer,15,26,diff,empty,,
standards for past WFFi generations eg 80211ac,12,11,diff,,,
80211axWiFi6 80211be WiFi7 80211bX WiFi8 and,1,26,diff,empty,,
undertook the position of Task Group AZ editor,12,26,diff,empty,,
and broadband service providers in assuring consideration,12,6,diff,,,
of scenarios for actual commercial applications in the,4,26,diff,empty,,
Participate among the pioneers in the testing and development,15,4,diff,,,
of multiple WFA interoperability certification platforms,1,26,diff,empty,,
Actively participate in the formulation of new WiFi technology,24,26,diff,empty,,
standards as the MultiAP EasyMesh TTG chair and WiFi7 MT,12,11,diff,,,
and TTG technical working group vice chair,7,11,diff,,,
Dedicate itself to the expansion of WiFi applications and,24,4,diff,,,
availability and provided excellent connection experience,24,26,diff,empty,,
via development of innovative technologies interoperability,1,4,diff,,,
certification and advocacy of fair frequencyspectrum usage,0,10,diff,,,
Participate in the formulation of H266VVC Versatile Video,6,26,diff,empty,,
Coding v2 standards tracking the latest development in video,12,4,diff,,,
Engineers IEEE 80211 Wireless Local Area,1,26,diff,empty,,
Collaborated with WiFi industryrelated companies worldwide,1,26,diff,empty,,
including testing IC design system telecommunication,15,26,diff,empty,,
Joint Video Experts Team JVET,2,26,diff,empty,,
coding technology for early deployment of nextgeneration,12,26,diff,empty,,
video compression standards eg H267 Served as the chair,12,11,diff,,,
MediaTeks mission is to enrich and enhance everyones life however as the communication technology,15,8,diff,,,
advances there are still billions of people have yet experienced the advantages brought about by the,4,26,diff,empty,,
technology innovation Thus through putting the 3A strategy Accessibility Affordability and Availability,2,2,,,,
into practice we assist the public in the control of technology innovation with a hope that everyone can,15,3,diff,,,
Sparking video creativity with high performance ISP,8,8,,,,
Dimensity 9000 features the Imagiq 790 a premium 18bit HDRISP The three image signal processors,24,26,diff,empty,,
ISP are capable of up to 9Gbps data throughput and support up to 320MP camera raising the bar of,1,22,diff,,,
computational photography to a new height,24,26,diff,empty,,
benefit from the opportunities of technology and achieve better living In 2021 MediaTek once again,2,26,diff,empty,,
Dimensity 9000 is the first of its kind to support simultaneous triple camera 18bit HDR video recording and,24,26,diff,empty,,
integrated its innovative technologies in its 5G highestend mobile platformDimensity 9000 that will provide,3,26,diff,empty,,
three cameras recording with three exposures per frame Capturing an event using different angles this,24,26,diff,empty,,
the bestever user experience of communication and multimedia on mobile In addition the Pentonic,1,8,diff,,,
chipset fulfills video creatorsneeds for creativity and productivity on a smartphone,4,26,diff,empty,,
smart TV platform aims to provide users all new experience of living room entertainment with its integrated,24,24,,,,
technologies of display audio AI broadcast standards and highspeed connectivity,12,11,diff,,,
All new flagship 5th generation with the powerful innovative technology Dimensity 9000 mobile platform,15,24,diff,,,
MediaTek unveiled the flagship 5G mobile platform Dimensity 9000,24,26,diff,empty,,
that combines the advanced IC design and efficiency management,24,11,diff,,,
and delivers excellent performance and efficiency MediaTeks,12,8,diff,,,
Dimensity features the ongoing revolutionary mobile platform,15,26,diff,empty,,
technology with its innovation in computing gaming videography,4,3,diff,,,
multimedia and communication and empowers the mobile,1,8,diff,,,
device manufacturers in the making of differentiated flagship 5G,15,26,diff,empty,,
smartphones Major features of MediaTeks Dimensity 9000 include,15,26,diff,empty,,
Extreme Performance with Incredible Power Efficiency,24,8,diff,,,
The Dimensity 9000 the first chip in the world built on TMSC N4 4nmclass production process uses,24,26,diff,empty,,
the latest Armv9 architecture processors that will define the demands for the following 10 years Its CPUs,1,26,diff,empty,,
includes an Arm CortexX2 ultra core that bursts to epic 305GHz three Arm CortexA710 super cores with,24,26,diff,empty,,
a main frequency of up to 285GHz and four Arm CortexA510 efficiency cores with a main frequency of,24,20,diff,,,
up to 18GHz Along with the 14MB ultralarge layered caches the Dimensity 9000 delivers unparalleled,1,26,diff,empty,,
Dimensity 9000 improves platform performance and efficiency and provides superior speed in all application,24,8,diff,,,
scenarios by integrating Arm MaliG710 MC10 GPU with the LPDDR5X that supports up to 7500Mbps memory,24,26,diff,empty,,
Additionally Dimensity 9000 integrates MediaTeks fifth generation AI processor APU 590 which is,24,24,,,,
designed with a highefficiency AI architecture that gives full play to mixed precision and generates flexible,15,26,diff,empty,,
computation using both integer and floatingpoint precision Compared with the previous generation the,4,24,diff,,,
performance and energy efficiency are improved by 4 times providing energyefficient AI computing power,24,24,,,,
for smartphone applications such as photography video streaming and games,24,26,diff,empty,,
MediaTeks all new AI Video display engine is embedded in the Dimensity 9000 to reduce the bandwidth,24,26,diff,empty,,
usage of recording and speed up preview through its innovative path architecture Capturing using high,24,26,diff,empty,,
speed shutter and in lowlight environments the AINR 20 smart noise reduction technique provides a high,24,19,diff,,,
definition highly dynamic range and exceptional noise reduction result,24,19,diff,,,
Evolved next generation mobile gaming experience,4,24,diff,,,
With the new flagship MaliG710 MC10 GPU Dimensity 9000 delivers exceptional gaming capability and,24,26,diff,empty,,
employs the next generation image processing speed on a smartphone The chipset integrates MediaTeks,24,24,,,,
HyperEngine 50 gaming technology that will once again evolves gaming experience with its resource,4,26,diff,empty,,
management engine networking engine picture quality engine and rapid response engine,5,5,,,,
HyperEngine 50s resource management engine reduces power consumption through the management of,24,11,diff,,,
scenarios contents and system dimensions The AIbased Variable Rate Shading AIVRS can automatically,18,26,diff,empty,,
analyze and identify ingame focal areas of ingame details or motion then selectively reduces render,9,26,diff,empty,,
quality in nonfocal areas improving power efficiency The engine optimizes CPU threads and improves,24,20,diff,,,
the opportunity for multicore computing based on ingame motion The frame rate smoother ensures a,4,26,diff,empty,,
smoother ingame experience that stabilizes FPS by a temperature control prediction management system,24,11,diff,,,
With MediaTeks consistent emphasis on the development of picture quality HyperEngine 50 rolls out,24,4,diff,,,
MediaTeks mobile raytracing dual engines that fully use GPU rendering capabilities and along with the,24,26,diff,empty,,
heterogeneous hardware accelerators realizes denoised image processing and enables realistic image,24,26,diff,empty,,
quality with lower power consumption,24,6,diff,,,
Dimensity 9000 supports newgeneration wireless connectivity such as WiFi 6E 2x2 MIMO Bluetooth 53,1,26,diff,empty,,
and Bluetooth LE Audio With HyperEngine 50 networking optimization technologies including MediaTek,1,26,diff,empty,,
FastPath Smart WiFi Antenna 20 WiFi Bluetooth Hybrid Coexistence 5G Modem Express users can,24,24,,,,
benefit from the fast stable and lowlatency networking experience,1,26,diff,empty,,
In addition to the 180Hz FHD display Dimensity 9000 also supports the variable refresh rate technology,24,26,diff,empty,,
that synchronizes display eliminates interframe latency and further increases touch sensitivity,1,26,diff,empty,,
Dimensity 9000 gives outstanding image quality by supporting HDR standards including HDR standards,12,11,diff,,,
Inside the chip is the TV industrys fastest CPU and GPU which is fueled by an ultrawide memory bus and,1,26,diff,empty,,
